id,date,text,views,forwards,replies,channel_short
31123,2026-06-01T11:50:19+00:00,"**Спелеологи обнаружили в одной из испанских пещер останки самой поздней обыкновенной рыси, обитавшей на территории Пиренейского полуострова.** 

Скелет животного, погибшего в XVIII — начале XIX века, исследователи [нашли](https://nplus1.ru/news/2025/12/19/lynx-lynx-in-spain) в одной из пещер, расположенных на севере Испании. 

Найденные останки подтверждают, что под упоминаемыми в местных народных легендах «оленьими волками», скорее всего, имелись в виду именно обыкновенные рыси.

Mы уже писaли об этом, a теперь стaтью опубликовaли в журнaле__ The Holocene__

#История | #Зоология | *2.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4310,10,0,nplusone
31122,2026-06-01T11:02:47+00:00,"**Палеогенетики секвенировали и проанализировали ДНК Ли Кэюна по прозвищу Одноглазый Дракон — цзинь-вана княжества Цзинь, умершего в начале X века нашей эры.** 

Исследователи [определили](https://nplus1.ru/news/2026/06/01/li-keyong), что происхождение этого тюрка-шато можно смоделировать из двух предковых компонент, одна из которых восходит к древним северо-восточным азиатам, а вторая — к степным скотоводам, которые в модели представлены сарматами.

По данным специалистов, у него были черные или темно-каштановые волосы, а кожа — промежуточного или светлого цвета. Кроме того, у него была непереносимость лактозы и быстро накапливался ацетальдегид в организме при употреблении алкоголя, что характерно для многих восточных азиатов

#Антропология | #Археология | *3.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4315,8,1,nplusone
31121,2026-06-01T10:21:07+00:00,"**Испанские археологи открыли саркофаг королевы Элисенды де Монкада. **

Онa былa четвертой и последней супругой короля Хайме II Справедливого, который находился у власти в конце XIII — первой трети XIV века.

Внутри деревянного ящика исследователи [обнаружили](https://nplus1.ru/news/2026/06/01/elisenda-of-montcada) останки пожилой женщины, прожившей около 70 лет и страдавшей от возрастных заболеваний. По словам ученых, ее похоронили в простой монашеской одежде, но вместе с тем при ней нашли остатки шелкового покрывала, расшитого золотыми нитями, а также остатки ароматических растений — розмарина и мирта. Исследователи отобрали образец останков для генетического анализа, результаты которого, возможно, будут представлены в следующем году

#История | #Археология | *2.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4392,13,0,nplusone
31120,2026-06-01T08:50:15+00:00,"**Инженеры из Гамбурга разработали портативный рентгеновский компьютерный томограф высокого разрешения.** 

Он весит всего лишь 420 килограмм и состоит из восьми модулей, которые можно перемещать отдельно друг от друга, а затем достаточно быстро собрать на месте (на сборку, запуск и калибровку требуется всего пара часов).

За три недели в турецком музее ученые успели отсканировать 48 запечатанных глиняных табличек, а также несколько других артефактов. Благодаря этой работе исследователи [сумели прочитать](https://nplus1.ru/news/2026/06/01/cuneiform-letters) древние тексты. Один из них представлял собой найденное в 1994 году тайное письмо, которое жена отправила мужу-торговцу в город Канеш в первой половине XIX века до нашей эры

#Лингвистика| #Археология | *2.7

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4557,26,0,nplusone
31119,2026-06-01T08:03:52+00:00,"**Американские инженеры разработали робота Argus с 20 ногами, который может одинаково эффективно перемещаться в любом направлении. **

Сферическая форма и радиальное расположение раздвижных ног [позволяют](https://nplus1.ru/news/2026/05/31/argus-robot-with-20-legs) ему сохранять устойчивость при сильных толчках и двигаться даже при поломке нескольких конечностей, а благодаря встроенным в каждую ногу камерам, робот имеет всенаправленное зрение. Кроме этого, Argus может двигаться по бездорожью, переносить на себе грузы и толкать объекты

#Роботы | *2.4

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4679,41,4,nplusone
31118,2026-06-01T07:14:01+00:00,"**Палеонтологи **[**описали**](https://nplus1.ru/news/2026/05/30/ambystoma-quetzalcoatli)** неизвестный ранее вид ископаемых хвостатых амфибий из рода амбистом. Он жил в ныне исчезнувшем озере в Мексике в плиоцене, около 4,5 миллиона лет назад.**

По мнению исследователей, древняя амфибия, подобно современным аксолотлям, отказалась от метаморфоза и всю жизнь проводила в родном водоеме, где достигала размера взрослой особи и половой зрелости, сохраняя облик личинки. Возможно, она даже приходилась современным аксолотлям близким родственником (хотя к неотении они перешли независимо друг от друга).

Первооткрыватели назвали новый вид Ambystoma quetzalcoatli — в честь бога **Кетцалькоатля**, у которого был брат-близнец Шолотль, от чьего имени, в свою очередь, произошло слово «аксолотль»

#Зоология | #Палеонтология | *3.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4701,11,1,nplusone
31117,2026-06-01T06:44:01+00:00,"У представителей семейства игловых — рыб-игл, морских коньков и их родственников — о потомстве заботятся самцы. Они вынашивают икру, прикрепив ее к брюшной стороне туловища или хвоста или спрятав в выводковой сумке. Теперь **ихтиологи впервые **[**описали**](https://nplus1.ru/news/2026/05/30/notiocampus-ruber)** подробности размножения одной из самых малоизученных рыб-игл** — красной, обитающей у южного побережья Австралии. 

Судя по наблюдению и нескольким фотографиям, сделанным в 2021 году, у этого вида самцы вынашивают икру прикрепленной к брюшной стороне туловища, без каких-либо защищающих складок кожи или тем более выводковой сумки

#Зоология | *3.2

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4798,12,0,nplusone
31116,2026-06-01T05:44:01+00:00,"Палеонтологи предполагают, что мелкие и среднеразмерные хищные динозавры из клады Unenlagiidae охотились подобно современным **цаплям**: подстерегали рыбу и других водных беспозвоночных на берегу или мелководье, после чего хватали добычу пастью. На это указывают их вытянутые морды, многочисленные зубы и гибкие шеи. 

[Новый вид уненлагид](https://nplus1.ru/news/2026/05/30/kank-australis), чьи остатки были обнаружены в позднемеловых отложениях Южной Патагонии, дополнительно **подтверждает данную гипотезу**. Этот теропод, получивший название __Kank australis__ (в переводе с языка теуэльче и латыни — «южный старейшина нанду»), жил рядом с реками, озерами и болотами — а значит, имел доступ к разнообразной водной добыче. А строение шейного позвонка указывает, что его шея могла сгибаться и скручиваться

#Палеонтология | *3.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",4703,17,0,nplusone
31115,2026-06-01T05:14:01+00:00,"Гномы из произведений Джона Р. Р. Толкина в поисках мифрила забрались слишком глубоко под землю и потревожили покой монстра балрога, который впоследствии захватил Морию. А энтомологи проникли в прорытый людьми 25-метровый тоннель на небольшом греческом острове Кастелоризон — и [обнаружили](https://nplus1.ru/news/2026/05/30/dolichopoda-balrogi) там **неизвестный ранее вид пещерных кузнечиков**. Ему дали название __Dolichopoda balrogi__. Несмотря на грозное название и немного пугающую внешность, для людей это насекомое совершенно безобидно

#Зоология | *2.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5194,64,7,nplusone
31114,2026-06-01T04:44:01+00:00,"**Американские ученые **[**разработали**](https://nplus1.ru/news/2026/05/30/cytokine-patch)** пластырь с инкапсулированными генноинженерными человеческими клетками, вырабатывающими ранозаживляющие цитокины. **

В экспериментах на мышах и свиньях он активировал отвечающие за заживление сигнальные пути и существенно ускорял этот процесс в глубоких ранах. Клетки сохраняли жизнеспособность и стабильно продуцировали цитокины в течение недели, системных эффектов они не производили

#Биология | #Материалы | #Медицина | *3.9

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5450,37,0,nplusone
31113,2026-05-31T05:15:09+00:00,"**📮Воскресный дайджест. Собрали в одном месте все самое интересное за прошедшую неделю**

🤤В 2022 году орнитологи[ зафиксировали](https://nplus1.ru/news/2026/05/25/female-female-pair-of-bonellis-eagles), как **две ястребиные орлицы** из Страны Басков **сформировали однополую пару**. В 2024 и в 2025 в их гнездо подсaживaли птенцов. Самкам удалось поднять на крыло всех

🤤У людей с атопическом дерматитом намного чаще [возникает](https://nplus1.ru/news/2026/05/26/atopic-dermatitis-retinal-detachment) **отслоение сетчатки** по сравнению со здоровой когортой

🤤 Ученые[ исследовали](https://nplus1.ru/news/2026/05/27/sami-individual) останки мужчины, которого на рубеже XVI–XVII веков похоронили на севере Финляндии. Этот **саам** родился в той же местности, где его похоронили, но при этом значительную часть жизни провел вдали от родных мест
**
**🤤Множество очагов **слабых внутриплитных землетрясений** на глубинах более 70 километров [обнаружили](https://nplus1.ru/news/2026/05/28/antarctic-upper-mantle-earthquakes) сейсмологи на краю **Восточной Антарктиды**, под ледником Дэвида. Около половины из них классифицированы как промежуточные**
**
🤤Французские ученые [разработали](https://nplus1.ru/news/2026/05/27/crispr-cas-shiga-toxin-gene) препарат на основе бактериофага, который доставляет систему **CRISPR-Cas12** в клетки энтерогеморрагической кишечной палочки. Система фрагментирует ДНК бактерии в области гена шига-токсина
**
**🤤Зоологи проанализировали музейный экземпляр окрашенного в синий цвет **очень мелкого осьминога**, пойманного в 2015 году на морском дне на северо-западе Галапагосского архипелага, и [выделили](https://nplus1.ru/news/2026/05/26/microeledone-galapagensis) его в новый вид

🤤**NASA** [заключило](https://nplus1.ru/news/2026/05/27/moon-base-updates) контракты с частными компаниями на создание **пилотируемых** **луноходов** и их доставку в южный полярный регион, а также поделилось планом работ по проекту **прыгающих** **дронов** MoonFall
**
**🤤Ученые из 22 стран [представили ](https://nplus1.ru/news/2026/05/29/antisense-antihbv)результаты третьей фазы клинических испытаний **антисмыслового** **нуклеотида** бепировирсена для **лечения хронического гепатита B**. Полугодичный курс его введения приводил к функциональному излечению каждого пятого пациента при отмене противовирусных препаратов

🤤В мае **книжные** **новинки** заставили нас задуматься, что ко всему полезно относиться с осторожностью. Подробно о книгах месяцa в новом дайджесте[ рассказывает](https://nplus1.ru/blog/2026/05/29/book-digest-16) журналист и автор канала «Книги и сиги» Виктория Мирошниченко

🤤Теория под названием **«Chinese Whispers model»** [предлагает](https://nplus1.ru/material/2026/05/28/cat-or-mirror) красивое решение квaнтовой проблемы измерения. Рассказываем, как копирование информации приводит к коллапсу квантовых объектов и при чем тут игра в испорченный телефон**
**
#главноезанеделю",5863,20,0,nplusone
31112,2026-05-30T06:09:32+00:00,"Отгадайте заголовок новости этой недели по его эмодзи переводу

🫰🙅🐚➡️🚰🇹🇼🍔🥜🌾

#субботнийребус",5972,6,18,nplusone
31111,2026-05-29T18:45:11+00:00,"Мозги не стимулируй

#заголовокдня",6561,29,2,nplusone
31110,2026-05-29T18:10:16+00:00,"**Зоологи оценили, как истребление инвазивных крыс и мышей на австралийском острове Лорд-Хау в 2019–2021 годах сказалось на обитающих здесь беспозвоночных.** 

Анализ [показал](https://nplus1.ru/news/2026/05/29/invertebrate-abundance-following-rodent-eradication), что общее обилие беспозвоночных на Лорд-Хау достоверно выросло после очистки острова от грызунов. Особенно резко увеличилось обилие видов с длиной тела более 13 миллиметров, которые чаще становятся жертвам инвазивных крыс и мышей. Разнообразие крупных беспозвоночных после уничтожение грызунов осталось неизменным. В то же время у мелких беспозвоночных оно уменьшилось — возможно, в результате роста численности более крупных.

Среди отдельных отрядов положительный эффект от истребления грызунов наиболее заметно проявился в росте обилия равноногих ракообразных и тараканов. У пауков этот эффект был выражен только в течение южнополушарной зимы, а обилие жуков и многосвязов достоверно не увеличилось

#Зоология | #Экология | *3.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",6778,17,2,nplusone
31109,2026-05-29T17:40:17+00:00,"**Пищевые добавки с кальцием, витамином D или их сочетанием не снижают риск переломов и падений у взрослых людей, не получающих фармакотерапию остеопороза.** 

К таким выводам [пришли](https://nplus1.ru/news/2026/05/29/fracture-anyway) канадские ученые, которые провели систематический обзор и метаанализ клинических испытаний с общим участием почти 154 тысяч человек.

Также не было обнаружено значимого эффекта в отношении отдельных видов переломов и частоты падений

#Медицина | *1.2

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5666,53,19,nplusone
31108,2026-05-29T17:10:02+00:00,"**ВОЗ порекомендовала экспериментальное лечение лихорадки Эбола в Конго и Уганде.**

Текущая вспышка заболевания вызвана эболавирусом Бундибугио, от которого нет никаких одобренных терапевтических и превентивных препаратов. Для лечения заболевших [рекомендовано](https://nplus1.ru/news/2026/05/29/bundibugyo-trials) экспериментальное применение препаратов моноклональных антител против штамма Судан MBP134 и штамма Заир мафтивимаба, а также противовирусного препарата широкого спектра ремдисивира и его комбинации с антителами. Для постконтактной профилактики следует испытывать противовирусное средство обелдесивир

#Медицина | *1.8

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5305,11,0,nplusone
31102,2026-05-29T16:20:01+00:00,"**📏 Линейка — лучший гаджет в борьбе с ИИ-фейками**

Чтобы распознать генеративное изображение, достаточно нарисовать несколько линий и найти точки их пересечения. Показываем, как это работает.

Подписывайтесь 👉 [@techno_yandex](https://t.me/+7EherqpaguYyMmY6)",4621,137,2,nplusone
31101,2026-05-29T15:34:57+00:00,"В мае книжные новинки заставили нас задуматься, что ко всему полезно относиться с осторожностью. Историк Фара Дабхойвала вспоминает, когда мы перестали бояться и полюбили свободу слова, которой сегодня как никогда часто распоряжаются в корыстных целях. Впрочем, ничего нового: еще в первой половине XX века информацией манипулировал франкистский режим — о том, как это было устроено и к чему привело, рассказывает историк Пол Престон.

Заглянув дальше в прошлое, исследователь науки Айван Рис Морус обнаруживает, что современная концепция технологического прогресса досталась нам от викторианцев. Вместе с ней мы унаследовали их представления о мире и о том, какое место в нем занимает человек. Правда, состарились они не слишком хорошо. В XIX веке, например, бытовало мнение, что лекарства принимают только люди — биолог Яп де Роде доказывает, что это заблуждение, а нам стоит внимательно присмотреться к тому, как исцеляются животные. **Подробнее об этих книгах в новом дайджесте рассказывает журналист и автор канала ****@knigi_and_sigi**** Виктория Мирошниченко**

#книжная_полка | *2.4

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5304,31,0,nplusone
31100,2026-05-29T14:40:15+00:00,"**У матерей с нарушениями интеллектуального развития чаще наблюдаются осложнения беременности. **

К таким выводам [пришли ](https://nplus1.ru/news/2026/05/29/maternal-intellectual-disabilities-infant-outcomes)американские ученые, проанализировав большую когорту рожениц в Калифорнии. Выяснилось, что у таких матерей чаще случаются преждевременные роды, и их дети чаще попадают в реанимацию для новорожденных

#Медицина | *2.2

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5433,26,2,nplusone
31099,2026-05-29T13:50:14+00:00,"**Исследователи воссоздали лицо по черепу древней женщины из Конепрусской пещерной системы, которая находится в окрестностях Праги.** 

Помимо гиперреалистичной реконструкции, подготовленной палеохудожником для музейной экспозиции, ученые [восстановили](https://nplus1.ru/news/2026/05/29/new-reconstruction-of-paleolithic-woman) внешность дамы классическим манчестерским методом, а также прибегли к виртуальной аппроксимации лица.

Женщина из памятника Златый Кунь в настоящее время считается одной из самых ранних кроманьонок, пришедших в Центральную Европу в начале верхнего палеолита — приблизительно 45 тысяч лет назад. На такую большую древность дамы указал ее геном, который не так давно палеогенетики прочитали с высокой точностью

#Антропология | *1.2

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5425,26,0,nplusone
31098,2026-05-29T13:05:10+00:00,"**Антисмысловой нуклеотид излечил каждого пятого пациента с хроническим гепатитом B.**

Исследователи из 22 стран [представили](https://nplus1.ru/news/2026/05/29/antisense-antihbv) результаты третьей фазы клинических испытаний препарата антисмыслового нуклеотида бепировирсена для лечения хронического гепатита B. В них приняли участие 1834 взрослых пациента с хроническим гепатитом В.

Случайным образом участникам назначили бепировирсен или аналогичное плацебо на протяжении 24 недель. На 72 неделе функциональное излечение наблюдалось у 20 и 19 процентов участников из основных групп и ни у одного из контрольных. Этот показатель в основных группах составил 25 и 28 процентов при исходном низком уровне HBsAg и 10 и 5 процентов при высоком

#Медицина | *3.5

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5427,23,7,nplusone
31097,2026-05-29T12:10:19+00:00,"**Кости кисти указали на тяжелый труд древней женщины из пещеры Апидима.**

Палеоантропологи [проанализировали](https://nplus1.ru/news/2026/05/29/apidima-3) энтезы на костях кисти древней женщины, останки которой много лет назад нашли в греческой пещере Апидима-C. В результате исследователи обнаружили, что дама из пещеры Апидима-С, по-видимому, очень много занималась тяжелым физическим трудом. Ни у одной женщины эпохи верхнего палеолита раньше не наблюдались такие изменения на костях кисти. Более того, только у двух мужчин этого периода, от которых доступны кисти, исследователи выявили аналогичные признаки. Один из них — это индивид из памятника Охало-II, расположенного в Израиле, а другой — человек из расположенного в Египте палеолитического памятника Назлет-Хатер-II, где нашли останки человека, который предположительно при жизни занимался разработкой месторождения кремня

#Антропология | #Археология | *2.9

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5477,16,1,nplusone
31096,2026-05-29T11:20:13+00:00,"**Этологи обнаружили, что медоносные пчелы могут переучиваться, даже если между стимулом и наградой есть пауза.**

Научив пчел ассоциировать один запах со сладким раствором, а другой — с горьким, они [меняли](https://nplus1.ru/news/2026/05/29/awareness-in-honeybees) запахи местами, чтобы пчелам пришлось переучиваться. Такая задача требует когнитивной гибкости и переключения внимания.

Пчелы успешно переучивались как в обычных условиях, так и тогда, когда между стимулами была задержка в 4,5 секунды. Однако отсроченный вариант давался им труднее. В следующем эксперименте во время переучивания авторы начали отвлекать насекомых — в паузу между запахом и наградой добавились быстрые вспышки белого света. В этом случае пчелы не смогли переучиться независимо от того, перекрывались ли стимулы во времени

#Зоология | *4.1

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",6494,32,0,nplusone
31095,2026-05-29T10:31:47+00:00,"**Китайские ученые раскопали в Сиане четыре захоронения времен династии Тан, в которых людей похоронили в позе лотоса.**

В трех нестандартных захоронениях покоились останки мужчин, четвертый скелет принадлежал женщине.

Геномное исследование [показало](https://nplus1.ru/news/2026/05/29/seated-burials-in-china), что трое из них генетически не отличались от ханьцев. Среди предков оставшегося индивида, были выходцы из разных популяций. Аналогичные предковые компоненты присутствовали в геномах и нескольких человек, похороненных в обычных для того времени позах и также включенных в новое исследование, то есть погребенные в позе лотоса не представляли собой отдельную популяцию

#Антропология | #Археология | *3.3

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5386,10,0,nplusone
31094,2026-05-29T09:50:13+00:00,"**Уровень аэробной выносливости в молодом и среднем возрасте может предсказать жесткость стенки артерий в пожилом возрасте независимо от других сердечно-сосудистых факторов риска.**

Это [выяснили](https://nplus1.ru/news/2026/05/29/aerobic-stiffness) шведские ученые, которые измеряли эти показатели у людей в возрасте 34, 52 и 63 лет.

Анализ показал, что более высокая аэробная выносливость и в 34, и в 52 года значимо предсказывают более высокую эластичность артерий в 63 года независимо от ожирения, курения, артериального давления, уровня холестерина липопротеинов высокой плотности и их способности к эффлюксу холестерина. Напротив, профили липопротеинов и опосредованный ЛПВП эффлюкс холестерина в 52 года оказались не связаны с артериальной ригидностью в 63 года

#Медицина | *1.9

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5824,76,7,nplusone
31093,2026-05-29T09:03:50+00:00,"**Ракета New Glenn взорвалась во время огневых испытаний.**

Инцидент[ произошел ](https://nplus1.ru/news/2026/05/29/new-glenn-explode)на мысе Канаверал в штате Флорида 28 мая около 21:00 по местному времени в ходе предпусковых испытаний. Она должна была доставить на орбиту группировку спутников проекта Amazon LEO для высокоскоростного широкополосного интернета. В результате взрывa никто не пострадал

#Космонавтика | *1.8

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5572,11,2,nplusone
31092,2026-05-29T08:10:15+00:00,"**Внутриплитные промежуточные землетрясения в Восточной Антарктиде объяснили деформацией литосферы.**

Множество очагов слабых внутриплитных землетрясений на глубинах более 70 километров [обнаружили](https://nplus1.ru/news/2026/05/28/antarctic-upper-mantle-earthquakes) сейсмологи на краю Восточной Антарктиды, под ледником Дэвида. Около половины из них классифицированы как промежуточные. 

Под ледником Дэвида глубина подошвы литосферной плиты изменяется: для Восточной Антарктиды характерна более толстая литосфера, а для Западно-Антарктической рифтовой системы ― тонкая, растянутая. Оценки температуры нижней литосферы дают величину около 700 градусов, а подстилающего его астеносферного слоя ― 1200–1300 градусов. Граница между ними под ледником круто наклонена в широтном направлении, и ученые полагают, что резкий температурный перепад способствует концентрации тектонических напряжений вдоль этой границы. Здесь развивается вязкая ползучесть и возникает термическая сдвиговая неустойчивость ― источник многочисленных промежуточных землетрясений

#Геология | *5.7

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",5587,12,0,nplusone
