source_file,channel_short,date,proposed_label,source_strategy,keyword_hits,text,clean_text,candidate_kind,final_label,final_topic_id,confidence,margin,logreg_top,nb_top,nn_top
devschacht.csv,devschacht,2026-03-24T21:11:22+00:00,ИТ и телекоммуникации,channel_auto_label,,[Donald Perez](https://t.me/combot/cas?startapp=8691351960) has been banned! Reason: CAS ban.,donald perez has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-24T17:00:03+00:00,ИТ и телекоммуникации,channel_auto_label,,[«Чеховская областная больница»](https://t.me/combot/cas?startapp=8037138315) has been banned! Reason: CAS ban.,чеховская областная больница has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-23T01:10:21+00:00,ИТ и телекоммуникации,channel_auto_label,,[79708](https://t.me/combot/cas?startapp=7738683055) has been banned! Reason: CAS ban.,79708 has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-16T19:50:44+00:00,ИТ и телекоммуникации,channel_auto_label,,[twhzh bend](https://t.me/combot/cas?startapp=8450555543) has been banned! Reason: CAS ban.,twhzh bend has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-14T10:40:49+00:00,ИТ и телекоммуникации,channel_auto_label,,[Bayseyt](https://t.me/combot/cas?startapp=5735746487) has been banned! Reason: CAS ban.,bayseyt has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-12T02:40:09+00:00,ИТ и телекоммуникации,channel_auto_label,,[bakzhan muratbeek](https://t.me/combot/cas?startapp=7587752208) has been banned! Reason: CAS ban.,bakzhan muratbeek has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-11T18:40:30+00:00,ИТ и телекоммуникации,channel_auto_label,,[Kaiser!?](https://t.me/combot/cas?startapp=1298582298) has been banned! Reason: CAS ban.,kaiser has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-08T16:40:33+00:00,ИТ и телекоммуникации,channel_auto_label,,[Zefys](https://t.me/combot/cas?startapp=8521134236) has been banned! Reason: CAS ban.,zefys has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-08T13:22:00+00:00,ИТ и телекоммуникации,channel_auto_label,,[Зангар](https://t.me/combot/cas?startapp=8320721140) has been banned! Reason: CAS ban.,зангар has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-07T12:30:27+00:00,ИТ и телекоммуникации,channel_auto_label,,[Zhasulan](https://t.me/combot/cas?startapp=827331843) has been banned! Reason: CAS ban.,zhasulan has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-03-06T15:20:48+00:00,ИТ и телекоммуникации,channel_auto_label,,[Secen](https://t.me/combot/cas?startapp=8568648532) has been banned! Reason: CAS ban.,secen has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-28T18:30:15+00:00,ИТ и телекоммуникации,channel_auto_label,,[Мухаммад](https://t.me/combot/cas?startapp=6282559394) has been banned! Reason: CAS ban.,мухаммад has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-21T12:51:24+00:00,ИТ и телекоммуникации,channel_auto_label,,[Christian Shah](https://t.me/combot/cas?startapp=7736202006) has been banned! Reason: CAS ban.,christian shah has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-19T21:00:12+00:00,ИТ и телекоммуникации,channel_auto_label,,[Whitte](https://t.me/combot/cas?startapp=7818761095) has been banned! Reason: CAS ban.,whitte has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-18T10:00:52+00:00,ИТ и телекоммуникации,channel_auto_label,,[Cosqun](https://t.me/combot/cas?startapp=8508284261) has been banned! Reason: CAS ban.,cosqun has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-17T16:01:12+00:00,ИТ и телекоммуникации,channel_auto_label,,[Тамина](https://t.me/combot/cas?startapp=6424869373) has been banned! Reason: CAS ban.,тамина has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-16T11:40:19+00:00,ИТ и телекоммуникации,channel_auto_label,,[M.A.B ™](https://t.me/combot/cas?startapp=8484999528) has been banned! Reason: CAS ban.,m a b has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-13T17:20:14+00:00,ИТ и телекоммуникации,channel_auto_label,,[Мираида](https://t.me/combot/cas?startapp=1946121247) has been banned! Reason: CAS ban.,мираида has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-13T02:30:40+00:00,ИТ и телекоммуникации,channel_auto_label,,[دفتر حسابات وهمي](https://t.me/combot/cas?startapp=7550652131) has been banned! Reason: CAS ban.,has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-12T13:50:13+00:00,ИТ и телекоммуникации,channel_auto_label,,[Ренат](https://t.me/combot/cas?startapp=8388180206) has been banned! Reason: CAS ban.,ренат has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-10T14:21:29+00:00,ИТ и телекоммуникации,channel_auto_label,,[Khdgv](https://t.me/combot/cas?startapp=7988588593) has been banned! Reason: CAS ban.,khdgv has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-04T23:11:54+00:00,ИТ и телекоммуникации,channel_auto_label,,[Nazik .](https://t.me/combot/cas?startapp=1032634444) has been banned! Reason: CAS ban.,nazik has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-03T21:00:14+00:00,ИТ и телекоммуникации,channel_auto_label,,[Кенже](https://t.me/combot/cas?startapp=8359092140) has been banned! Reason: CAS ban.,кенже has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-03T16:20:06+00:00,ИТ и телекоммуникации,channel_auto_label,,[Жана](https://t.me/combot/cas?startapp=633648639) has been banned! Reason: CAS ban.,жана has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-02T03:40:10+00:00,ИТ и телекоммуникации,channel_auto_label,,[Nursultan Talaibekov](https://t.me/combot/cas?startapp=7849668293) has been banned! Reason: CAS ban.,nursultan talaibekov has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-02-01T17:41:34+00:00,ИТ и телекоммуникации,channel_auto_label,,[SАTORU](https://t.me/combot/cas?startapp=7891803843) has been banned! Reason: CAS ban.,sаtoru has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-31T09:40:22+00:00,ИТ и телекоммуникации,channel_auto_label,,[Уларбек](https://t.me/combot/cas?startapp=1488993297) has been banned! Reason: CAS ban.,уларбек has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-30T09:30:15+00:00,ИТ и телекоммуникации,channel_auto_label,,[Alimzhan](https://t.me/combot/cas?startapp=8363855810) has been banned! Reason: CAS ban.,alimzhan has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-29T19:20:48+00:00,ИТ и телекоммуникации,channel_auto_label,,[Ali](https://t.me/combot/cas?startapp=7350657725) has been banned! Reason: CAS ban.,ali has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-29T08:31:12+00:00,ИТ и телекоммуникации,channel_auto_label,,[Yerzhanuly Amankeldi](https://t.me/combot/cas?startapp=6643639197) has been banned! Reason: CAS ban.,yerzhanuly amankeldi has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-28T15:51:10+00:00,ИТ и телекоммуникации,channel_auto_label,,[Nazar Shertaev](https://t.me/combot/cas?startapp=6143374666) has been banned! Reason: CAS ban.,nazar shertaev has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-27T17:00:07+00:00,ИТ и телекоммуникации,channel_auto_label,,[Malika](https://t.me/combot/cas?startapp=8023368418) has been banned! Reason: CAS ban.,malika has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-26T10:50:50+00:00,ИТ и телекоммуникации,channel_auto_label,,[Денис](https://t.me/combot/cas?startapp=7408681828) has been banned! Reason: CAS ban.,денис has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-24T22:00:32+00:00,ИТ и телекоммуникации,channel_auto_label,,[Муратбек Муратбек](https://t.me/combot/cas?startapp=6766484272) has been banned! Reason: CAS ban.,муратбек муратбек has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-24T09:20:33+00:00,ИТ и телекоммуникации,channel_auto_label,,[Артемий](https://t.me/combot/cas?startapp=6332657825) has been banned! Reason: CAS ban.,артемий has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-21T14:01:32+00:00,ИТ и телекоммуникации,channel_auto_label,,[Алина](https://t.me/combot/cas?startapp=5243327400) has been banned! Reason: CAS ban.,алина has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-18T19:40:23+00:00,ИТ и телекоммуникации,channel_auto_label,,[Darhan](https://t.me/combot/cas?startapp=8314098604) has been banned! Reason: CAS ban.,darhan has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-17T20:20:25+00:00,ИТ и телекоммуникации,channel_auto_label,,[Dato Khasaia](https://t.me/combot/cas?startapp=7550379267) has been banned! Reason: CAS ban.,dato khasaia has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-17T15:50:46+00:00,ИТ и телекоммуникации,channel_auto_label,,[Ozodbek Ozodbek](https://t.me/combot/cas?startapp=7827457963) has been banned! Reason: CAS ban.,ozodbek ozodbek has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-15T10:50:05+00:00,ИТ и телекоммуникации,channel_auto_label,,[Aрина](https://t.me/combot/cas?startapp=1868175322) has been banned! Reason: CAS ban.,aрина has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-15T01:00:43+00:00,ИТ и телекоммуникации,channel_auto_label,,[Байел Абдимиталипов](https://t.me/combot/cas?startapp=8191745289) has been banned! Reason: CAS ban.,байел абдимиталипов has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-14T20:40:14+00:00,ИТ и телекоммуникации,channel_auto_label,,[Байдоолот Болс](https://t.me/combot/cas?startapp=8049949771) has been banned! Reason: CAS ban.,байдоолот болс has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-14T08:21:50+00:00,ИТ и телекоммуникации,channel_auto_label,,[Туман 585](https://t.me/combot/cas?startapp=5935713994) has been banned! Reason: CAS ban.,туман 585 has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-09T03:30:19+00:00,ИТ и телекоммуникации,channel_auto_label,,[Нагорний Андрій](https://t.me/combot/cas?startapp=8220977182) has been banned! Reason: CAS ban.,нагорний андр й has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-07T09:40:10+00:00,ИТ и телекоммуникации,channel_auto_label,,[PAVEL](https://t.me/combot/cas?startapp=6508341166) has been banned! Reason: CAS ban.,pavel has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-05T14:20:05+00:00,ИТ и телекоммуникации,channel_auto_label,,[Raven Harrison](https://t.me/combot/cas?startapp=8242128829) has been banned! Reason: CAS ban.,raven harrison has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-05T12:51:17+00:00,ИТ и телекоммуникации,channel_auto_label,,[Angela Fisher](https://t.me/combot/cas?startapp=7744337869) has been banned! Reason: CAS ban.,angela fisher has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2026-01-01T18:10:22+00:00,ИТ и телекоммуникации,channel_auto_label,,[Ibrakhim Giniyat](https://t.me/combot/cas?startapp=5217163707) has been banned! Reason: CAS ban.,ibrakhim giniyat has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-31T08:10:08+00:00,ИТ и телекоммуникации,channel_auto_label,,[090_fish 090_809](https://t.me/combot/cas?startapp=8179572392) has been banned! Reason: CAS ban.,090 fish 090 809 has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-30T07:30:06+00:00,ИТ и телекоммуникации,channel_auto_label,,[Дамир](https://t.me/combot/cas?startapp=8484010429) has been banned! Reason: CAS ban.,дамир has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-28T00:10:09+00:00,ИТ и телекоммуникации,channel_auto_label,,[Dustin Carpenter](https://t.me/combot/cas?startapp=8113159506) has been banned! Reason: CAS ban.,dustin carpenter has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-27T07:10:28+00:00,ИТ и телекоммуникации,channel_auto_label,,[Zahir Recebov](https://t.me/combot/cas?startapp=7975348979) has been banned! Reason: CAS ban.,zahir recebov has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-26T00:00:29+00:00,ИТ и телекоммуникации,channel_auto_label,,[Sona](https://t.me/combot/cas?startapp=6249575529) has been banned! Reason: CAS ban.,sona has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-23T17:30:07+00:00,ИТ и телекоммуникации,channel_auto_label,,[Dr. Eric](https://t.me/combot/cas?startapp=8379138876) has been banned! Reason: CAS ban.,dr eric has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-23T11:40:49+00:00,ИТ и телекоммуникации,channel_auto_label,,[Fidjdghv](https://t.me/combot/cas?startapp=8108685627) has been banned! Reason: CAS ban.,fidjdghv has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-23T01:30:21+00:00,ИТ и телекоммуникации,channel_auto_label,,[Benjamin Nicholson](https://t.me/combot/cas?startapp=8063657337) has been banned! Reason: CAS ban.,benjamin nicholson has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-22T20:30:16+00:00,ИТ и телекоммуникации,channel_auto_label,,[Thomas Cline](https://t.me/combot/cas?startapp=8378952389) has been banned! Reason: CAS ban.,thomas cline has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-22T12:20:30+00:00,ИТ и телекоммуникации,channel_auto_label,,[Zhanna](https://t.me/combot/cas?startapp=707651577) has been banned! Reason: CAS ban.,zhanna has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-21T07:50:32+00:00,ИТ и телекоммуникации,channel_auto_label,,[Michael Corleone](https://t.me/combot/cas?startapp=6214911711) has been banned! Reason: CAS ban.,michael corleone has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-19T13:50:14+00:00,ИТ и телекоммуникации,channel_auto_label,,[Fezail Davudov](https://t.me/combot/cas?startapp=1484584322) has been banned! Reason: CAS ban.,fezail davudov has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-18T12:40:08+00:00,ИТ и телекоммуникации,channel_auto_label,,[арука🌷](https://t.me/combot/cas?startapp=8495709702) has been banned! Reason: CAS ban.,арука has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-17T00:20:12+00:00,ИТ и телекоммуникации,channel_auto_label,,[ЛИКАНИКА❤️‍🩹](https://t.me/combot/cas?startapp=7253064497) has been banned! Reason: CAS ban.,ликаника has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-16T15:50:34+00:00,ИТ и телекоммуникации,channel_auto_label,,[Tyom](https://t.me/combot/cas?startapp=5324564340) has been banned! Reason: CAS ban.,tyom has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-14T05:30:22+00:00,ИТ и телекоммуникации,channel_auto_label,,[Саша](https://t.me/combot/cas?startapp=7959235367) has been banned! Reason: CAS ban.,саша has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-12T14:40:12+00:00,ИТ и телекоммуникации,channel_auto_label,,[Tresh Hervey](https://t.me/combot/cas?startapp=8546743880) has been banned! Reason: CAS ban.,tresh hervey has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-11T08:51:17+00:00,ИТ и телекоммуникации,channel_auto_label,,[Диана](https://t.me/combot/cas?startapp=8443081390) has been banned! Reason: CAS ban.,диана has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-09T13:00:22+00:00,ИТ и телекоммуникации,channel_auto_label,,[Mak Jursunbaev](https://t.me/combot/cas?startapp=7591340189) has been banned! Reason: CAS ban.,mak jursunbaev has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-08T11:50:40+00:00,ИТ и телекоммуникации,channel_auto_label,,[Бекиш](https://t.me/combot/cas?startapp=5886940263) has been banned! Reason: CAS ban.,бекиш has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-08T08:50:40+00:00,ИТ и телекоммуникации,channel_auto_label,,[Карина](https://t.me/combot/cas?startapp=6005592772) has been banned! Reason: CAS ban.,карина has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-06T11:30:28+00:00,ИТ и телекоммуникации,channel_auto_label,,[Светлана](https://t.me/combot/cas?startapp=6470847290) has been banned! Reason: CAS ban.,светлана has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-03T14:01:09+00:00,ИТ и телекоммуникации,channel_auto_label,,[Катарина Оазова](https://t.me/combot/cas?startapp=7818671625) has been banned! Reason: CAS ban.,катарина оазова has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-03T02:10:15+00:00,ИТ и телекоммуникации,channel_auto_label,,[Erke](https://t.me/combot/cas?startapp=8305125648) has been banned! Reason: CAS ban.,erke has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-12-02T15:20:16+00:00,ИТ и телекоммуникации,channel_auto_label,,[ZLATA](https://t.me/combot/cas?startapp=6171396220) has been banned! Reason: CAS ban.,zlata has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-11-29T16:50:19+00:00,ИТ и телекоммуникации,channel_auto_label,,[Ильяс Ильяс](https://t.me/combot/cas?startapp=7182065843) has been banned! Reason: CAS ban.,ильяс ильяс has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-11-29T09:31:09+00:00,ИТ и телекоммуникации,channel_auto_label,,[Nurajom](https://t.me/combot/cas?startapp=8374981474) has been banned! Reason: CAS ban.,nurajom has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-11-29T06:20:51+00:00,ИТ и телекоммуникации,channel_auto_label,,[Shusi](https://t.me/combot/cas?startapp=8114522385) has been banned! Reason: CAS ban.,shusi has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-11-27T09:10:47+00:00,ИТ и телекоммуникации,channel_auto_label,,[Назира](https://t.me/combot/cas?startapp=8325354943) has been banned! Reason: CAS ban.,назира has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
devschacht.csv,devschacht,2025-11-27T07:40:17+00:00,ИТ и телекоммуникации,channel_auto_label,,[a](https://t.me/combot/cas?startapp=6186557230) has been banned! Reason: CAS ban.,a has been banned reason cas ban,auto,ИТ и телекоммуникации,2,0.60302,0.537393,Развлечения,Искусство и культура,
