date,topic,text,text_clean
2025-10-22T15:14:30+00:00,6,"Клуб Коммерсантъ разыгрывает одну пару билетов на спектакль «4 дня в 25 кадре» по пьесе Оли Мухиной, который покажут в театре «Мастерская Петра Фоменко». Билеты разыгрываются на ближайший показ, который состоится 31 октября в 19:00. Подробнее об условиях розыгрыша читайте здесь. Итоги подведут 28 октября. _Пресс-служба театра «Мастерская Петра Фоменко»._ Подписывайтесь на «Ъ»|Оставляйте «бусты»",клуб коммерсантъ разыгрывает одну пару билетов на спектакль дня в кадре по пьесе оли мухиной который покажут в театре мастерская петра фоменко билеты разыгрываются на ближайший показ который состоится октября в подробнее об условиях розыгрыша читайте здесь итоги подведут октября пресс служба театра мастерская петра фоменко подписывайтесь на ъ оставляйте бусты
2025-10-22T14:44:30+00:00,0,"Оператор бизнес-центра «Белая площадь» в районе Белорусского вокзала в центре Москвы после смены владельца начал переговоры по сдаче в аренду пустующих офисов в комплексе. Так, около 20 тыс. кв. м в здании может арендовать «Яндекс». В случае заключения сделки IT-холдинг будет платить за комплекс более 2 млрд руб. в год. Сейчас крупные офисные блоки практически отсутствуют на рынке, и арендаторы ограничены в выборе. #Ъузнал",оператор бизнес центра белая площадь в районе белорусского вокзала в центре москвы после смены владельца начал переговоры по сдаче в аренду пустующих офисов в комплексе так около тыс кв м в здании может арендовать яндекс в случае заключения сделки it холдинг будет платить за комплекс более млрд руб в год сейчас крупные офисные блоки практически отсутствуют на рынке и арендаторы ограничены в выборе
2025-10-22T12:55:24+00:00,5,Владимир Путин наградил орденом Пирогова коллектив Курской областной клинической больницы. Подписывайтесь на «Ъ»|Оставляйте «бусты»,владимир путин наградил орденом пирогова коллектив курской областной клинической больницы подписывайтесь на ъ оставляйте бусты
2025-10-22T08:06:06+00:00,6,"«Уход глобальных игроков создал окно возможностей для отечественных фешен-брендов. Сейчас, в период экономической турбулентности, выживут только профессионалы»,— заявила руководитель проекта по поддержке экспорта услуг ЭКСАР (группа РЭЦ) Екатерина Кондакова на дискуссии о будущем российской моды в рамках международного экспортного форума «Сделано в России». Как отметили эксперты индустрии на сессии «Уйти нельзя остаться», перед брендами стоит дилемма — укреплять внутренний рынок или начинать международную экспансию. Среди основных барьеров для экспорта спикеры выделили логистику, финансирование и высокую конкуренцию. В дискуссии участвовали основатели Monochrome, Poison Drop, MUUS, представители Минпромторга РФ и международные эксперты. Доля модной индустрии в России составляет около 1% ВВП, средний сегмент занимает 30% рынка одежды. _АО «ЭКСАР» 18+ #реклама __#промо_",уход глобальных игроков создал окно возможностей для отечественных фешен брендов сейчас в период экономической турбулентности выживут только профессионалы заявила руководитель проекта по поддержке экспорта услуг эксар группа рэц екатерина кондакова на дискуссии о будущем российской моды в рамках международного экспортного форума сделано в россии как отметили эксперты индустрии на сессии уйти нельзя остаться перед брендами стоит дилемма укреплять внутренний рынок или начинать международную экспансию среди основных барьеров для экспорта спикеры выделили логистику финансирование и высокую конкуренцию в дискуссии участвовали основатели monochrome poison drop muus представители минпромторга рф и международные эксперты доля модной индустрии в россии составляет около ввп средний сегмент занимает рынка одежды ао эксар
2025-10-21T20:02:21+00:00,8,"Россия, видимо, лишилась последнего шанса получить достаточно солидное представительство на зимней Олимпиаде 2026 года. Его отняла отвечающая за гигантский и всегда приносивший отечественной команде много медалей пласт олимпийской программы Международная федерация лыжных видов спорта. Она вслед за большинством других структур вопреки рекомендациям Международного олимпийского комитета отказалась санкционировать допуск россиян на соревнования в Милане и Кортина-д’Ампеццо. Подписывайтесь на «Ъ»|Оставляйте «бусты»",россия видимо лишилась последнего шанса получить достаточно солидное представительство на зимней олимпиаде года его отняла отвечающая за гигантский и всегда приносивший отечественной команде много медалей пласт олимпийской программы международная федерация лыжных видов спорта она вслед за большинством других структур вопреки рекомендациям международного олимпийского комитета отказалась санкционировать допуск россиян на соревнования в милане и кортина д ампеццо подписывайтесь на ъ оставляйте бусты
2025-10-21T18:00:23+00:00,6,"22 октября свой день рождения отмечает Катрин Денев. В 1968 году американский журнал назвал ее самой красивой женщиной в мире. Будучи бесстрашной актрисой, Катрин Денев воплощалась в слепую, немую, алкоголичку, психически больную, безногую калеку, даже женщину-собаку, а одна из ее недавних героинь не на шутку была влюблена в самца шимпанзе. Катрин Денев удалось сыграть у самых провокативных режиссеров своего времени — Ларса фон Триера, Франсуа Озона, Хирокадзу Корээды, чуть раньше — у Леоса Каракса, Рауля Руиса, Мануэла ди Оливейры. На днях стало известно, что 82-летняя актриса сыграет в картине «Параллельные истории» иранского режиссера, оскароносца Асгара Фархади. _ Андрей Плахов о дне рождения Катрин Денев в материале «Ъ»__._ Подписывайтесь на «Ъ»|Оставляйте «бусты»",октября свой день рождения отмечает катрин денев в году американский журнал назвал ее самой красивой женщиной в мире будучи бесстрашной актрисой катрин денев воплощалась в слепую немую алкоголичку психически больную безногую калеку даже женщину собаку а одна из ее недавних героинь не на шутку была влюблена в самца шимпанзе катрин денев удалось сыграть у самых провокативных режиссеров своего времени ларса фон триера франсуа озона хирокадзу корээды чуть раньше у леоса каракса рауля руиса мануэла ди оливейры на днях стало известно что летняя актриса сыграет в картине параллельные истории иранского режиссера оскароносца асгара фархади андрей плахов о дне рождения катрин денев в материале ъ подписывайтесь на ъ оставляйте бусты
2025-10-21T13:00:21+00:00,2,"Т-Бизнес запустил сервис подготовки исследований для крупных и средних компаний на основе аналитической платформы T-Data. Сервис проводит анализ аудитории, ассортимента, лояльности и каналов коммуникации, позволяет получать больше практических выводов о потенциальных клиентах. Благодаря этому бизнес может принимать стратегические решения в ускоренном темпе. База для аналитических отчетов строится на обезличенных данных по транзакциям более 52 млн клиентов-физлиц и 1,5 млн клиентов-юрлиц Т-Банка, включая пользователей лайфстайл-сервиса Т-Город, а также на основе данных чеков. Инструмент будет полезен для управляющих предприятиями, связанными с FMCG, HoReCa, электронной коммерцией, fashion, аптеками и другими отраслями с широкой потребительской аудиторией._ __#Review_",т бизнес запустил сервис подготовки исследований для крупных и средних компаний на основе аналитической платформы t data сервис проводит анализ аудитории ассортимента лояльности и каналов коммуникации позволяет получать больше практических выводов о потенциальных клиентах благодаря этому бизнес может принимать стратегические решения в ускоренном темпе база для аналитических отчетов строится на обезличенных данных по транзакциям более млн клиентов физлиц и млн клиентов юрлиц т банка включая пользователей лайфстайл сервиса т город а также на основе данных чеков инструмент будет полезен для управляющих предприятиями связанными с fmcg horeca электронной коммерцией fashion аптеками и другими отраслями с широкой потребительской аудиторией
2025-10-21T07:50:47+00:00,6,"С 28 октября по 1 ноября в Новом Манеже пройдет пятая Неделя итальянского дизайна IDEM La Dolce Vita del Design, организованная компанией W.W.T.S.. Юбилейное мероприятие соберет более 30 ведущих итальянских брендов, включая Barovier & Toso, Officine Gullo, L’Ottocento, Henge, Bellavista, а также Arcahorn, Ludovica Mascheroni, Quagliotti, Casamilano, Paola Lenti и Edra. Цель проекта — продвижение наследия итальянского дизайна, сочетающего традиции ремесла с инновациями и высоким качеством. IDEM становится заметным культурным мостом между Россией и Италией, ежегодно привлекая дизайнеров, архитекторов и студентов, интересующихся новыми тенденциями и технологиями. В деловой программе — лекции, мастер-классы и дискуссии с участием российских и итальянских экспертов, среди которых Майк Шилов, Наталья Зеленова, Массимо Кастанья, Лучо Асквини и Сержио Капоферри. Вход свободный по предварительной регистрации. _ООО «ИНШЕЙП» #реклама_",с октября по ноября в новом манеже пройдет пятая неделя итальянского дизайна idem la dolce vita del design организованная компанией w w t s юбилейное мероприятие соберет более ведущих итальянских брендов включая barovier toso officine gullo l ottocento henge bellavista а также arcahorn ludovica mascheroni quagliotti casamilano paola lenti и edra цель проекта продвижение наследия итальянского дизайна сочетающего традиции ремесла с инновациями и высоким качеством idem становится заметным культурным мостом между россией и италией ежегодно привлекая дизайнеров архитекторов и студентов интересующихся новыми тенденциями и технологиями в деловой программе лекции мастер классы и дискуссии с участием российских и итальянских экспертов среди которых майк шилов наталья зеленова массимо кастанья лучо асквини и сержио капоферри вход свободный по предварительной регистрации ооо иншейп
2025-10-21T04:35:48+00:00,8,"Россия, кажется, одержала важную победу в борьбе с зимними федерациями за возвращение на международные соревнования. На нее очень похоже решение апелляционного трибунала Международной федерации бобслея и скелетона (IBSF) о «частичной» отмене введенного конгрессом структуры запрета на участие отечественных спортсменов в международных соревнованиях. Формально оно даже обеспечивает им допуск на отборочные соревнования к Олимпиаде 2026 года, хотя попасть на нее бобслеистам и скелетонистам из-за нюансов квалификационного регламента, судя по всему, будет непросто. В Министерстве спорта РФ, однако, этот вердикт предпочитают рассматривать прежде всего как значимый прецедент для остальных федераций, упорно отказывающихся вернуть россиян,— например, для Международной федерации лыжных видов спорта (FIS), которая 21 октября рассмотрит вопрос об их допуске на Олимпийские игры. Подробнее — в материале «Ъ». Подписывайтесь на «Ъ»|Оставляйте «бусты»",россия кажется одержала важную победу в борьбе с зимними федерациями за возвращение на международные соревнования на нее очень похоже решение апелляционного трибунала международной федерации бобслея и скелетона ibsf о частичной отмене введенного конгрессом структуры запрета на участие отечественных спортсменов в международных соревнованиях формально оно даже обеспечивает им допуск на отборочные соревнования к олимпиаде года хотя попасть на нее бобслеистам и скелетонистам из за нюансов квалификационного регламента судя по всему будет непросто в министерстве спорта рф однако этот вердикт предпочитают рассматривать прежде всего как значимый прецедент для остальных федераций упорно отказывающихся вернуть россиян например для международной федерации лыжных видов спорта fis которая октября рассмотрит вопрос об их допуске на олимпийские игры подробнее в материале ъ подписывайтесь на ъ оставляйте бусты
2025-10-21T00:37:57+00:00,6,"Вклад телесериалов в структуру телепросмотра в январе—сентябре вырос до 29%, в то время как у развлекательных программ показатель сократился с 18% до 17%, следует из данных Mediascope, с которыми ознакомился «Ъ». Аналогичная ситуация у новостей — их вклад в телепросмотр сократился с 14% до 13%. ТВ-смотрение в целом вышло на плато, говорит собеседник «Ъ» в одной из студий кинопроизводства. Как отмечает источник «Ъ» на медиарынке, по итогам года предпочтения россиян вряд ли изменятся по двум причинам: пересечение аудитории ТВ и онлайн-кинотеатров, которая смотрит сначала в онлайне, а потом по телевизору одни и те же проекты; отсутствие «особо важных политических событий, которые подстегнули бы потребление новостей и, соответственно, социально-политических программ». Сети меняются. Мы следим. Подписывайтесь.",вклад телесериалов в структуру телепросмотра в январе сентябре вырос до в то время как у развлекательных программ показатель сократился с до следует из данных mediascope с которыми ознакомился ъ аналогичная ситуация у новостей их вклад в телепросмотр сократился с до тв смотрение в целом вышло на плато говорит собеседник ъ в одной из студий кинопроизводства как отмечает источник ъ на медиарынке по итогам года предпочтения россиян вряд ли изменятся по двум причинам пересечение аудитории тв и онлайн кинотеатров которая смотрит сначала в онлайне а потом по телевизору одни и те же проекты отсутствие особо важных политических событий которые подстегнули бы потребление новостей и соответственно социально политических программ сети меняются мы следим подписывайтесь
2025-10-20T17:40:46+00:00,6,"Новый роман Александра Проханова «Лемнер», навеянный мятежом ЧВК «Вагнер», появился и исчез с прилавков. После скандала вокруг презентации книги, купить ее стало непросто. Михаил Трофименков, которому удалось прочитать роман, считает, что это вершинная проза 87-летнего писателя. _Подробнее — в материале «Ъ» «Есть рыбоженщины в русских селеньях»._ Подписывайтесь на «Ъ»|Оставляйте «бусты",новый роман александра проханова лемнер навеянный мятежом чвк вагнер появился и исчез с прилавков после скандала вокруг презентации книги купить ее стало непросто михаил трофименков которому удалось прочитать роман считает что это вершинная проза летнего писателя подробнее в материале ъ есть рыбоженщины в русских селеньях подписывайтесь на ъ оставляйте бусты
2025-11-01T18:03:23+00:00,3,"Спущенная на воду АПЛ ""Хабаровск"" специально спроектирована и построена для ядерного подводного комплекса ""Посейдон"", сообщил экс-начальник главного штаба ВМФ адмирал Виктор Кравченко. Подписаться на РИА Новости",спущенная на воду апл хабаровск специально спроектирована и построена для ядерного подводного комплекса посейдон сообщил экс начальник главного штаба вмф адмирал виктор кравченко подписаться на риа новости
2025-11-01T18:00:53+00:00,10,"Полиция задержала ростовчанина, проводившего странные обряды с атрибутикой с мясного рынка у дома жительницы Красного Сулина. Столь странным способом – подкидывая коровью голову и рисуя знаки красной жидкостью – он, по его словам, пытался привлечь внимание бывшей сожительницы. Подписаться на РИА Новости",полиция задержала ростовчанина проводившего странные обряды с атрибутикой с мясного рынка у дома жительницы красного сулина столь странным способом подкидывая коровью голову и рисуя знаки красной жидкостью он по его словам пытался привлечь внимание бывшей сожительницы подписаться на риа новости
2025-11-01T17:49:27+00:00,3,"Белоусову показали патрульный ледовый корабль ""Иван Папанин"", повысивший эффективность работы ВМФ России в Арктике, сообщили в Минобороны. Подписаться на РИА Новости",белоусову показали патрульный ледовый корабль иван папанин повысивший эффективность работы вмф россии в арктике сообщили в минобороны подписаться на риа новости
2025-11-01T17:39:05+00:00,3,"Минобороны России показало видео спуска на воду подлодки-носителя подводного оружия и роботизированных средств ""Хабаровск"". Подписаться на РИА Новости",минобороны россии показало видео спуска на воду подлодки носителя подводного оружия и роботизированных средств хабаровск подписаться на риа новости
2025-11-01T17:30:10+00:00,3,"Атомная подводная лодка ""Хабаровск"" спущена на воду в Северодвинске, сообщило Минобороны. Этот носитель подводного оружия и роботизированных средств позволит успешно решать задачи по защите интересов России в Мировом океане. Подписаться на РИА Новости",атомная подводная лодка хабаровск спущена на воду в северодвинске сообщило минобороны этот носитель подводного оружия и роботизированных средств позволит успешно решать задачи по защите интересов россии в мировом океане подписаться на риа новости
2025-11-01T17:06:15+00:00,1,"УЗГА планирует построить первый опытный образец самолета ""Ладога"" до конца года, первый полет ожидается в середине 2026 года. Подписаться на РИА Новости",узга планирует построить первый опытный образец самолета ладога до конца года первый полет ожидается в середине года подписаться на риа новости
2025-11-01T17:00:54+00:00,3,"Спецоперация. Обстановка и главные события на 1 ноября ВСУ потеряли за сутки до 1370 военнослужащих, 15 бронемашин, следует из сводки Минобороны России. ВС России уничтожили вертолетный десант ГУР в количестве 11 человек в районе Красноармейска. Армия России уничтожает окруженные подразделения ВСУ в районе Купянска. Военные пресекли 2 попытки деблокирования окруженных формирований подразделениями ВСУ в районах населенных пунктов Петровка и Великая Шапковка в Харьковской области. Украинские военные, окруженные в Красноармейске в ДНР, начали сдаваться в плен, видео с пленными показало Минобороны России. Командование ВСУ не забирало раненых из Красноармейска, рассказал пленный военнослужащий ВСУ. Подписаться на РИА Новости",спецоперация обстановка и главные события на ноября всу потеряли за сутки до военнослужащих бронемашин следует из сводки минобороны россии вс россии уничтожили вертолетный десант гур в количестве человек в районе красноармейска армия россии уничтожает окруженные подразделения всу в районе купянска военные пресекли попытки деблокирования окруженных формирований подразделениями всу в районах населенных пунктов петровка и великая шапковка в харьковской области украинские военные окруженные в красноармейске в днр начали сдаваться в плен видео с пленными показало минобороны россии командование всу не забирало раненых из красноармейска рассказал пленный военнослужащий всу подписаться на риа новости
2025-11-01T16:56:59+00:00,0,"ChatGPT больше не сможет давать юридические и медицинские советы. Пользователи также не смогут использовать ИИ для распознавания лиц без согласия субъекта, принятия важных решений по финансовым, образовательным, жилищным, миграционным вопросам и трудоустройству, для академического обмана и мошенничества. Подписаться на РИА Новости",chatgpt больше не сможет давать юридические и медицинские советы пользователи также не смогут использовать ии для распознавания лиц без согласия субъекта принятия важных решений по финансовым образовательным жилищным миграционным вопросам и трудоустройству для академического обмана и мошенничества подписаться на риа новости
2025-11-01T16:54:29+00:00,1,"Первый полет прототипа самолета ""Байкал"" с российскими двигателем и винтом ожидается в конце этого года, а получение сертификата типа запланировано на 2026 год. Подписаться на РИА Новости",первый полет прототипа самолета байкал с российскими двигателем и винтом ожидается в конце этого года а получение сертификата типа запланировано на год подписаться на риа новости
2025-11-01T16:20:56+00:00,10,"Стрит-арт художника Ивана Лебедева (Namer) приговорили к 1,5 года колонии за то, что он выбросил своего кота в окно с высоты 4-го этажа. Происходящее он снимал на телефон. Кот получил серьезные травмы. Подписаться на РИА Новости",стрит арт художника ивана лебедева namer приговорили к года колонии за то что он выбросил своего кота в окно с высоты го этажа происходящее он снимал на телефон кот получил серьезные травмы подписаться на риа новости
2025-11-01T16:03:37+00:00,3,"Кириенко и Пушилин наградили бойцов, освобождающих ДНР на красноармейском направлении, видео публикует глава республики. Подписаться на РИА Новости",кириенко и пушилин наградили бойцов освобождающих днр на красноармейском направлении видео публикует глава республики подписаться на риа новости
2025-11-01T15:58:35+00:00,3,"Минспорт предлагает распространить действие фонда ""Защитники отечества"" по адаптивной физкультуре на ветеранов, не принимавших участие в СВО. Подписаться на РИА Новости",минспорт предлагает распространить действие фонда защитники отечества по адаптивной физкультуре на ветеранов не принимавших участие в сво подписаться на риа новости
2025-11-01T15:48:32+00:00,0,"Жители Сербии свыше 5 часов несут цветы к месту трагедии в Нови-Саде, годовщину которой отмечают сегодня. Подписаться на РИА Новости",жители сербии свыше часов несут цветы к месту трагедии в нови саде годовщину которой отмечают сегодня подписаться на риа новости
2025-11-01T15:33:48+00:00,0,"Реальность ракеты ""Буревестник"" не вызывает сомнений на Западе, там очень обеспокоены тем, какое ещё вооружение Россия может продемонстрировать, отметила Захарова. Подписаться на РИА Новости",реальность ракеты буревестник не вызывает сомнений на западе там очень обеспокоены тем какое ещё вооружение россия может продемонстрировать отметила захарова подписаться на риа новости
2025-11-01T15:27:53+00:00,3,"Соцфонд России в субботу досрочно перечислил пенсии и пособия, выплата которых выпадала на ноябрьские праздники, их получили около 17 млн россиян. Подписаться на РИА Новости",соцфонд россии в субботу досрочно перечислил пенсии и пособия выплата которых выпадала на ноябрьские праздники их получили около млн россиян подписаться на риа новости
2025-11-01T15:19:25+00:00,3,"Успешное применение российского оружия на СВО повысило его рейтинг и расширило его экспортный ассортимент. ""Действенность этих новых образцов техники уже доказана"", - заявил глава федслужбы по военно-техническому сотрудничеству Шугаев. Подписаться на РИА Новости",успешное применение российского оружия на сво повысило его рейтинг и расширило его экспортный ассортимент действенность этих новых образцов техники уже доказана заявил глава федслужбы по военно техническому сотрудничеству шугаев подписаться на риа новости
2025-11-01T15:05:35+00:00,10,"Мужчина устроил погром, разбив посуду на 200 тысяч рублей в ТЦ в подмосковных Котельниках, он задержан, сообщили в Росгвардии. ""Первая тарелка – ""на счастье""… В какой-то момент мне понравилось то, что я разбил тарелку, и мне захотелось разбить еще"", - так объяснил мужчина свои действия. Подписаться на РИА Новости",мужчина устроил погром разбив посуду на тысяч рублей в тц в подмосковных котельниках он задержан сообщили в росгвардии первая тарелка на счастье в какой то момент мне понравилось то что я разбил тарелку и мне захотелось разбить еще так объяснил мужчина свои действия подписаться на риа новости
2025-11-01T15:01:56+00:00,0,"Главные новости субботы: Украинские военные, окруженные в Красноармейске в ДНР, начали сдаваться в плен. Украинские мошенники начали использовать новую многоходовую схему вербовки россиян. РЖД открывают детские зоны на вокзалах и игровые площадки возле них. Второе уголовное дело блогера-иноагента Максима Каца передали мировому судье. Российские школьники завоевали три золотые медали на международной олимпиаде по химии. Резкое похолодание на 15 градусов за 2-3 дня ожидается в азиатской части России. Словакия положительно относится к идее создания антиукраинской коалиции вместе с Венгрией и Чехией. Грабители, укравшие исторические ценности из Лувра, пытались продать их в даркнете. Институт Пушкина нашёл самое длинное слово в русском языке. Первый пошел: cуд вынес приговор о хищениях при строительстве фортификаций в курском приграничье. Подписаться на РИА Новости",главные новости субботы украинские военные окруженные в красноармейске в днр начали сдаваться в плен украинские мошенники начали использовать новую многоходовую схему вербовки россиян ржд открывают детские зоны на вокзалах и игровые площадки возле них второе уголовное дело блогера иноагента максима каца передали мировому судье российские школьники завоевали три золотые медали на международной олимпиаде по химии резкое похолодание на градусов за дня ожидается в азиатской части россии словакия положительно относится к идее создания антиукраинской коалиции вместе с венгрией и чехией грабители укравшие исторические ценности из лувра пытались продать их в даркнете институт пушкина нашёл самое длинное слово в русском языке первый пошел cуд вынес приговор о хищениях при строительстве фортификаций в курском приграничье подписаться на риа новости
2025-11-01T14:57:33+00:00,3,"Десятки тысяч студентов и граждан старшего возраста участвуют в массовой акции в годовщину гибели 16 человек в Нови-Саде, передают сербские СМИ. Подписаться на РИА Новости",десятки тысяч студентов и граждан старшего возраста участвуют в массовой акции в годовщину гибели человек в нови саде передают сербские сми подписаться на риа новости
2025-11-01T14:32:03+00:00,10,"Машинист электропоезда призывал подростков заниматься зацепингом в Москве, сообщает СК. Он регулярно размещал в соцсетях и мессенджерах видеоролики с призывами к подросткам заниматься зацепингом, а также координировал их встречи на ж/д платформах. Мужчину задержали. Подписаться на РИА Новости",машинист электропоезда призывал подростков заниматься зацепингом в москве сообщает ск он регулярно размещал в соцсетях и мессенджерах видеоролики с призывами к подросткам заниматься зацепингом а также координировал их встречи на ж д платформах мужчину задержали подписаться на риа новости
