review_status,final_label,review_comment,source_file,channel_short,date,proposed_label,source_strategy,keyword_hits,text,clean_text
,,,meduzalive.csv,meduzalive,2025-11-26T08:08:46+00:00,Медицина,keyword_review,Медицина,"**Мария Бутина рассказывала, как хорошо Навальному в тюрьме. Теперь она утверждает, что ездила к нему в колонию, чтобы ему помочь**

Бутина дала большое интервью Ксении Собчак. В частности, она рассказала о своей поездке в колонию №2 во Владимирской области, где сидел Алексей Навальный. Это было в 2021 году. Навальный жаловался на пытки, ухудшение здоровья, на то, что ему не оказывают медицинской помощи. Бутина и другие пропагандисты утверждали, что его содержат в почти образцовых условиях.
Вот фрагмент интервью: «Понимаете, насколько цинично это звучит, что вы поехали помогать Алексею Навальному?» — «Это просто правда».

«Медуза» приводит расшифровку этой части беседы.

Открыть [с VPN](https://meduza.io/feature/2025/11/26/mariya-butina-zayavila-chto-ezdila-v-koloniyu-k-navalnomu-chtoby-emu-pomoch-trudno-poverit-no-tak-ona-i-skazala-v-intervyu-ksenii-sobchak) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/11/26/mariya-butina-zayavila-chto-ezdila-v-koloniyu-k-navalnomu-chtoby-emu-pomoch-trudno-poverit-no-tak-ona-i-skazala-v-intervyu-ksenii-sobchak?utm_source=tg_live&utm_medium=post_ru)

@meduzalive",мария бутина рассказывала как хорошо навальному в тюрьме теперь она утверждает что ездила к нему в колонию чтобы ему помочь бутина дала большое интервью ксении собчак в частности она рассказала о своей поездке в колонию 2 во владимирской области где сидел алексей навальный это было в 2021 году навальный жаловался на пытки ухудшение здоровья на то что ему не оказывают медицинской помощи бутина и другие пропагандисты утверждали что его содержат в почти образцовых условиях вот фрагмент интервью понимаете насколько цинично это звучит что вы поехали помогать алексею навальному это просто правда медуза приводит расшифровку этой части беседы открыть с vpn без vpn
,,,meduzalive.csv,meduzalive,2025-11-24T16:52:32+00:00,Медицина,keyword_review,Медицина,"**Сергея Безрукова обвинили в неуважении к народу и культуре Узбекистана**

Актер Сергей Безруков на пресс-конференции ТАСС, посвященной программе юбилейных мероприятий к 130-летию поэта Сергея Есенина, рассказал, как четыре года назад возложил цветы на могилу дочери поэта Татьяны Есениной на кладбище в Ташкенте.

Безруков высмеял акцент директора кладбища, который «не разговаривал по-русски, но смотрел „Бригаду“».

Ректор Университета журналистики и массовых коммуникаций Узбекистана Шерзодхон Кудратходжа обвинил актера в «снисходительном подшучивании» над чужой культурой.

Пост ректора стал вирусным. Безруков ответил, что это «провокация».

Рассказываем подробности.

Открыть [с VPN](https://meduza.io/feature/2025/11/24/sergeya-bezrukova-obvinili-v-snishoditelnom-podshuchivanii-nad-uzbekami) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/11/24/sergeya-bezrukova-obvinili-v-snishoditelnom-podshuchivanii-nad-uzbekami?utm_source=tg_live&utm_medium=post_ru)

@meduzalive",сергея безрукова обвинили в неуважении к народу и культуре узбекистана актер сергей безруков на пресс конференции тасс посвященной программе юбилейных мероприятий к 130 летию поэта сергея есенина рассказал как четыре года назад возложил цветы на могилу дочери поэта татьяны есениной на кладбище в ташкенте безруков высмеял акцент директора кладбища который не разговаривал по русски но смотрел бригаду ректор университета журналистики и массовых коммуникаций узбекистана шерзодхон кудратходжа обвинил актера в снисходительном подшучивании над чужой культурой пост ректора стал вирусным безруков ответил что это провокация рассказываем подробности открыть с vpn без vpn
,,,rbc_news.csv,rbc_news,2025-11-27T10:56:11+00:00,Медицина,keyword_review,Медицина | Происшествия,"Второй кассационный суд [признал](https://www.rbc.ru/society/27/11/2025/69281b669a794773fc3f4d2d?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=69281b669a794773fc3f4d2d) законными решения Хамовнического суда Москвы, а также Мосгорсуда о возвращении народной артистке России Ларисе Долиной квартиры, потерянной из-за действий телефонных мошенников. Об этом сообщили РБК в суде.

Коллегия из трех судей рассматривала жалобу в закрытом режиме. Об этом просила юрист певицы, поскольку на заседании оглашались данные медицинской экспертизы, проведенной Долиной, уточняет «РИА Новости».

Сама Долина, как и покупательница квартиры Полина Лурье, подавшая жалобу, в суд не явилась. Адвокат последней сообщил агентству о намерении обжаловать решение в Верховном суде.

Летом 2024 года мошенники обманным путем вынудили Долину продать квартиру в Хамовниках и передать им вырученные деньги. Суд признал сделку недействительной, постановил изъять квартиру у купившей имущество Полины Лурье и вернуть ее артистке. Мошенников поймали, гособвинение запросило для них от шести до девяти с половиной лет заключения. Ущерб от случая с квартирой Долиной следствие оценило в 300 млн руб.

__Фото: Комсомольская правда / Global Look Press__

🐚 РБК в[** Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",второй кассационный суд признал законными решения хамовнического суда москвы а также мосгорсуда о возвращении народной артистке россии ларисе долиной квартиры потерянной из за действий телефонных мошенников об этом сообщили рбк в суде коллегия из трех судей рассматривала жалобу в закрытом режиме об этом просила юрист певицы поскольку на заседании оглашались данные медицинской экспертизы проведенной долиной уточняет риа новости сама долина как и покупательница квартиры полина лурье подавшая жалобу в суд не явилась адвокат последней сообщил агентству о намерении обжаловать решение в верховном суде летом 2024 года мошенники обманным путем вынудили долину продать квартиру в хамовниках и передать им вырученные деньги суд признал сделку недействительной постановил изъять квартиру у купившей имущество полины лурье и вернуть ее артистке мошенников поймали гособвинение запросило для них от шести до девяти с половиной лет заключения ущерб от случая с квартирой долиной следствие оценило в 300 млн руб фото комсомольская правда global look press рбк в telegram и max
,,,rian_ru.csv,rian_ru,2025-12-01T02:29:53+00:00,Медицина,keyword_review,Медицина,"**Теплая погода в декабре особенно опасна для людей с сахарным диабетом.**

Как [объяснил](https://ria.ru/20251201/vrach-2058822870.html) врач-эндокринолог, резкое изменение температуры создает существенные риски скачков сахара в крови.

Организм диабетика гораздо чувствительнее реагирует на перемену погоды. Перепады температуры, влажности и давления – это не просто дискомфорт, а фактор, который напрямую влияет на гликемию. 

Поэтому в такие периоды важно чаще измерять сахар. Нужно использовать датчики, современные системы, такие как СТ14 – они помогают увидеть динамику и вовремя заметить тенденции, особенно в нестабильную погоду.

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)",теплая погода в декабре особенно опасна для людей с сахарным диабетом как объяснил врач эндокринолог резкое изменение температуры создает существенные риски скачков сахара в крови организм диабетика гораздо чувствительнее реагирует на перемену погоды перепады температуры влажности и давления это не просто дискомфорт а фактор который напрямую влияет на гликемию поэтому в такие периоды важно чаще измерять сахар нужно использовать датчики современные системы такие как ст14 они помогают увидеть динамику и вовремя заметить тенденции особенно в нестабильную погоду подписаться на риа новости
,,,rian_ru.csv,rian_ru,2025-11-28T23:45:02+00:00,Медицина,keyword_review,Медицина | Спорт,"**Мутирующий птичий грипп не перейдет на человеческую популяцию**, [заявил](https://ria.ru/20251128/gripp-2058533685.html) РИА Новости Онищенко.

Данный конкретный (штамм H5N5) уже точно не перейдет на человеческую популяцию, но каждые 10 лет пандемический штамм появляется.

Он пояснил, что особенность вируса гриппа и его философия выживания построены на том, что **он резко меняет генетический код**.

Ранее Рейтер писало, что вирус птичьего гриппа может спровоцировать пандемию, которая будет для человечества опаснее ковида: у людей есть антитела против обычного сезонного гриппа H1 и H3, но против птичьего гриппа H5 нет.

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)",мутирующий птичий грипп не перейдет на человеческую популяцию заявил риа новости онищенко данный конкретный штамм h5n5 уже точно не перейдет на человеческую популяцию но каждые 10 лет пандемический штамм появляется он пояснил что особенность вируса гриппа и его философия выживания построены на том что он резко меняет генетический код ранее рейтер писало что вирус птичьего гриппа может спровоцировать пандемию которая будет для человечества опаснее ковида у людей есть антитела против обычного сезонного гриппа h1 и h3 но против птичьего гриппа h5 нет подписаться на риа новости
,,,rian_ru.csv,rian_ru,2025-11-28T18:42:01+00:00,Медицина,keyword_review,Медицина | Происшествия,"**""Почти безнадёжный пациент был спасён"".**

В Зеленограде [спасли кота](https://ria.ru/20251128/kot-2058377754.html) с множественными пулевыми ранениями. По словам владельцев, питомец пострадал во время прогулки в частном секторе, его оперировали более трех часов.

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)",почти безнадёжный пациент был спасён в зеленограде спасли кота с множественными пулевыми ранениями по словам владельцев питомец пострадал во время прогулки в частном секторе его оперировали более трех часов подписаться на риа новости
,,,rt_russian.csv,rt_russian,2025-11-30T09:38:04+00:00,Медицина,keyword_review,Медицина,"**Многодетная мама — военный медик рассказала RT, как спасла жизнь бойцу на СВО. У него на боевом задании произошёл инсульт.**

Наталья стала задавать бойцу с позывным Боцман вопросы, он отвечал путано. Решили отвезти его в больницу:

«У него были не классические признаки инсульта, поэтому там врачи начали говорить, что у него нет инсульта. Я настаивала, что есть. В итоге боец потерял сознание, стал задыхаться. Я его реанимировала и спасла жизнь». 

По словам женщины, от Боцмана отказались все родственники, никто не хотел заниматься его восстановлением. Поэтому она взяла его реабилитацию на себя: учила писать, ходить. Сейчас он поправился. 

У Натальи четверо детей. Сначала она ездила на передовую как волонтёр, помогала на операциях в госпитале в Лисичанске, а летом 2024 года ушла служить. Год была на разных направлениях в ДНР и ЛНР, сопровождала группу сапёров, разминировавших территории. Говорит, что на передовой ей однажды пришлось убегать от дрона: 

«Он завис надо мной, пришлось бежать через заросли. Ветки рвали кожу, но не обращала на это внимания. Вся жизнь перед глазами пронеслась. Успела предупредить ребят, чтобы тоже прятались от дрона».

В фонде «Свои всегда рядом» рассказали RT, что Наталья и сейчас продолжает помогать бойцам как волонтёр. В октябре этого года её 21-летний сын тоже ушёл на СВО.

🟩 Подписаться на RT: [ТГ](https://t.me/+ELcA6UUZf0w3Y2Uy) | [Зеркало](https://t.me/+l_Ri4dv_r_g1YTIy) | [MAX](https://max.ru/RT)",многодетная мама военный медик рассказала rt как спасла жизнь бойцу на сво у него на боевом задании произошёл инсульт наталья стала задавать бойцу с позывным боцман вопросы он отвечал путано решили отвезти его в больницу у него были не классические признаки инсульта поэтому там врачи начали говорить что у него нет инсульта я настаивала что есть в итоге боец потерял сознание стал задыхаться я его реанимировала и спасла жизнь по словам женщины от боцмана отказались все родственники никто не хотел заниматься его восстановлением поэтому она взяла его реабилитацию на себя учила писать ходить сейчас он поправился у натальи четверо детей сначала она ездила на передовую как волонтёр помогала на операциях в госпитале в лисичанске а летом 2024 года ушла служить год была на разных направлениях в днр и лнр сопровождала группу сапёров разминировавших территории говорит что на передовой ей однажды пришлось убегать от дрона он завис надо мной пришлось бежать через заросли ветки рвали кожу но не обращала на это внимания вся жизнь перед глазами пронеслась успела предупредить ребят чтобы тоже прятались от дрона в фонде свои всегда рядом рассказали rt что наталья и сейчас продолжает помогать бойцам как волонтёр в октябре этого года её 21 летний сын тоже ушёл на сво подписаться на rt тг зеркало max
,,,tass_agency.csv,tass_agency,2025-10-31T00:03:01+00:00,Медицина,keyword_review,Медицина,"Джесси Айзенберг пожертвует почку незнакомцу. Об  этом актер заявил в интервью телеканалу Today:

""Я действительно стану донором почки через шесть недель. <...> Меня укусил вирус донорства"".

✔ [Подпишись на ТАСС в Max](https://max.ru/tass_agency)",джесси айзенберг пожертвует почку незнакомцу об этом актер заявил в интервью телеканалу today я действительно стану донором почки через шесть недель меня укусил вирус донорства подпишись на тасс в max
,,,tass_agency.csv,tass_agency,2025-10-30T14:27:01+00:00,Медицина,keyword_review,Медицина,"Володин предложил обязать регионы обеспечивать молодых врачей жильем:

""Не хватает 20 специалистов в районной ЦРБ, строите жилой дом на 20 семей и обеспечьте жильем. Причем делайте это сейчас!""",володин предложил обязать регионы обеспечивать молодых врачей жильем не хватает 20 специалистов в районной црб строите жилой дом на 20 семей и обеспечьте жильем причем делайте это сейчас
,,,tass_agency.csv,tass_agency,2025-10-29T14:57:43+00:00,Медицина,keyword_review,Медицина,"Актер дубляжа Андрей Гриневич умер в возрасте 69 лет из-за тяжелой и продолжительной болезни, сообщили в Telegram-канале ""Русский дубляж"".

Он дублировал Брюса Уиллиса (""Крепкий орешек 2"", ""Осада""), Алека Болдуина (""Деловая женщина""), Майкла Мэдсена (""Бладрейн"", ""Город грехов""), Антонио Бандераса (""Филадельфия"") и многих других актеров.",актер дубляжа андрей гриневич умер в возрасте 69 лет из за тяжелой и продолжительной болезни сообщили в telegram канале русский дубляж он дублировал брюса уиллиса крепкий орешек 2 осада алека болдуина деловая женщина майкла мэдсена бладрейн город грехов антонио бандераса филадельфия и многих других актеров
,,,aviadispet4er.csv,aviadispet4er,2025-11-01T16:08:02+00:00,Наука и техника,keyword_review,"Наука и техника | Общество, государство, политика | История","**Американский солдат впервые выполнил миссии с применением беспилотного Black Hawk**

В США прошли первые реальные учения с применением вертолёта Sikorsky Optionally Piloted Black Hawk (OPV), однако главной новостью стало не применение дистанционно управляемого аппарата данного класса, а тот факт, что **им самостоятельно управлял обычный военнослужащий** вместо специально подготовленного пилота.

Это произошло в августе 2025 года на манёврах Northern Strike 25-2 в Мичигане, но стало известно только сейчас. В рамках эксперимента, организованного Sikorsky, DARPA и JPRA, **сержант Национальной гвардии США прошёл обучение за менее чем час**, после чего самостоятельно спланировал и выполнил миссию, в ходе которой он отправил груз на расстояние 130 км и провёл несколько точных воздушных сбросов  управляя вертолётом через планшет.

Впервые в истории Black Hawk действовал полностью под управлением бойца, а не инженера или лётчика-испытателя. **Управление осуществлялось через систему автономного полёта MATRIX**, лежащую в основе проекта DARPA ALIAS, превращающего обычные вертолёты в полуавтономные платформы.

В Sikorsky заявили, что автономный Black Hawk способен выполнять задачи снабжения и эвакуации без экипажа, снижая риски и нагрузку на пилотов.

Первый автономный полёт OPV Black Hawk состоялся в феврале 2022 года, а уже в 2026-м ожидается взлёт [новой полностью беспилотной версии — S-70UAS “U-Hawk”](https://t.me/aviasalonmaks/21371), получившей 25% больше грузового объёма и новую систему fly-by-wire.

📸 __Sikorsky
__
#Постфактум #Sikorsky #BlackHawk #UH60 #LockheedMartin

🙂 [**Онлайн-проект eMAKS**](https://www.aviasalon.com/)** 
****🙂**** ****@aviasalonmaks**",американский солдат впервые выполнил миссии с применением беспилотного black hawk в сша прошли первые реальные учения с применением вертолёта sikorsky optionally piloted black hawk opv однако главной новостью стало не применение дистанционно управляемого аппарата данного класса а тот факт что им самостоятельно управлял обычный военнослужащий вместо специально подготовленного пилота это произошло в августе 2025 года на манёврах northern strike 25 2 в мичигане но стало известно только сейчас в рамках эксперимента организованного sikorsky darpa и jpra сержант национальной гвардии сша прошёл обучение за менее чем час после чего самостоятельно спланировал и выполнил миссию в ходе которой он отправил груз на расстояние 130 км и провёл несколько точных воздушных сбросов управляя вертолётом через планшет впервые в истории black hawk действовал полностью под управлением бойца а не инженера или лётчика испытателя управление осуществлялось через систему автономного полёта matrix лежащую в основе проекта darpa alias превращающего обычные вертолёты в полуавтономные платформы в sikorsky заявили что автономный black hawk способен выполнять задачи снабжения и эвакуации без экипажа снижая риски и нагрузку на пилотов первый автономный полёт opv black hawk состоялся в феврале 2022 года а уже в 2026 м ожидается взлёт новой полностью беспилотной версии s 70uas u hawk получившей 25 больше грузового объёма и новую систему fly by wire sikorsky онлайн проект emaks
,,,aviadispet4er.csv,aviadispet4er,2025-11-01T13:08:08+00:00,Наука и техника,keyword_review,Наука и техника | Экономика | Медицина,"**Индия улучшит логистику архипелага Лакшадвип с помощью грузовых дронов**👳🏾‍♀ 

Как сообщает издание The Economic Times, военно-воздушные силы Индии обратились к промышленным компаниям с предложением разработать современные грузовые беспилотники, которые смогут обеспечить транспортную связь с архипелагом Лакшадвип. Этот регион расположен в Индийском океане и включает десятки небольших островов, удалённых от материка, что делает их снабжение сложной задачей, особенно в сезон штормов. Новая инициатива направлена на то, чтобы сделать доставку грузов на острова более быстрой, безопасной и независимой от погодных условий.

Планируется создать дроны, способные перевозить до 500 килограммов груза и преодолевать расстояние в 500 километров. Такие характеристики позволят беспилотникам выполнять доставку медицинских товаров, продовольствия, техники и других важных ресурсов напрямую с материковой части страны. Особое внимание уделено конструкции аппаратов: они должны сочетать возможности вертикального взлета с эффективным горизонтальным полётом, что обеспечит устойчивость и дальность полета даже при сильных ветрах и солёном морском воздухе.

Разработка предусматривает создание полностью автономной системы, включающей пункты взлета и посадки, зарядные станции и программное обеспечение для управления полетами. Инженеры рассматривают возможность применения гибридных двигателей и композитных материалов, устойчивых к коррозии и высоким температурам. Также прорабатываются вопросы навигации и связи: из-за удалённости островов обычные сигналы GPS и мобильные сети работают нестабильно, поэтому планируется использовать спутниковые каналы и резервные маршруты управления.

Военно-воздушные силы Индии видят в проекте не только технологическое, но и стратегическое значение. Лакшадвип расположен в ключевой точке Индийского океана, через которую проходят важные морские маршруты. Возможность оперативного снабжения архипелага с помощью дронов позволит не только повысить уровень жизни местных жителей, но и укрепить присутствие страны в этом регионе. Кроме того, беспилотники смогут использоваться для гуманитарных миссий, медицинской эвакуации и ликвидации последствий стихийных бедствий, что особенно важно для островных территорий, подверженных циклонам и наводнениям.

Программа создания грузовых беспилотников уже вызвала интерес у ведущих индийских компаний, занимающихся аэрокосмическими технологиями. В ближайшие месяцы Министерство обороны Индии планирует провести серию консультаций и выбрать разработчиков, которые предложат наиболее надёжные и экономически эффективные решения. Прототип первого дрона планируется представить в течение трёх лет, после чего проект может быть расширен на другие труднодоступные регионы страны.",индия улучшит логистику архипелага лакшадвип с помощью грузовых дронов как сообщает издание the economic times военно воздушные силы индии обратились к промышленным компаниям с предложением разработать современные грузовые беспилотники которые смогут обеспечить транспортную связь с архипелагом лакшадвип этот регион расположен в индийском океане и включает десятки небольших островов удалённых от материка что делает их снабжение сложной задачей особенно в сезон штормов новая инициатива направлена на то чтобы сделать доставку грузов на острова более быстрой безопасной и независимой от погодных условий планируется создать дроны способные перевозить до 500 килограммов груза и преодолевать расстояние в 500 километров такие характеристики позволят беспилотникам выполнять доставку медицинских товаров продовольствия техники и других важных ресурсов напрямую с материковой части страны особое внимание уделено конструкции аппаратов они должны сочетать возможности вертикального взлета с эффективным горизонтальным полётом что обеспечит устойчивость и дальность полета даже при сильных ветрах и солёном морском воздухе разработка предусматривает создание полностью автономной системы включающей пункты взлета и посадки зарядные станции и программное обеспечение для управления полетами инженеры рассматривают возможность применения гибридных двигателей и композитных материалов устойчивых к коррозии и высоким температурам также прорабатываются вопросы навигации и связи из за удалённости островов обычные сигналы gps и мобильные сети работают нестабильно поэтому планируется использовать спутниковые каналы и резервные маршруты управления военно воздушные силы индии видят в проекте не только технологическое но и стратегическое значение лакшадвип расположен в ключевой точке индийского океана через которую проходят важные морские маршруты возможность оперативного снабжения архипелага с помощью дронов позволит не только повысить уровень жизни местных жителей но и укрепить присутствие страны в этом регионе кроме того беспилотники смогут использоваться для гуманитарных миссий медицинской эвакуации и ликвидации последствий стихийных бедствий что особенно важно для островных территорий подверженных циклонам и наводнениям программа создания грузовых беспилотников уже вызвала интерес у ведущих индийских компаний занимающихся аэрокосмическими технологиями в ближайшие месяцы министерство обороны индии планирует провести серию консультаций и выбрать разработчиков которые предложат наиболее надёжные и экономически эффективные решения прототип первого дрона планируется представить в течение трёх лет после чего проект может быть расширен на другие труднодоступные регионы страны
,,,aviadispet4er.csv,aviadispet4er,2025-10-31T14:08:01+00:00,Наука и техника,keyword_review,Наука и техника | Экономика | Развлечения,"**Виталий Савельев: ""Аэрофлот"" и S7 заказали более 300 самолетов МС-21 и Ту-214**

Крупные российские авиакомпании ""Аэрофлот"" и ""Сибирь"" (S7) заказали более трехсот самолетов отечественного производства - МС-21 и Ту-214, заявил вице-премьер РФ Виталий Савельев в рамках просветительского марафона ""Знание.Наука"". Об этом сообщает Прайм.

""Аэрофлот"" вот сейчас заказал нашей промышленности, у них же должен быть заказ, для кого она это делает. Так вот, он заказал 200 машин МС-21. А компания S7, они тоже крупный, наверное, один из крупных игроков, входящих в тройку лидеров, они заказали более 100 самолетов Ту-214"", – заявил Савельев.

МС-21 – среднемагистральный пассажирский лайнер нового поколения. Летные испытания импортозамещенного самолета на российских двигателях ПД-14 начались в этом году. Всего в самолет внедрено более 70 российских компонентов. ""Ростех"" ожидает, что поставки МС-21 авиакомпаниям начнутся в 2026 году.

aviastat.ru/n289374",виталий савельев аэрофлот и s7 заказали более 300 самолетов мс 21 и ту 214 крупные российские авиакомпании аэрофлот и сибирь s7 заказали более трехсот самолетов отечественного производства мс 21 и ту 214 заявил вице премьер рф виталий савельев в рамках просветительского марафона знание наука об этом сообщает прайм аэрофлот вот сейчас заказал нашей промышленности у них же должен быть заказ для кого она это делает так вот он заказал 200 машин мс 21 а компания s7 они тоже крупный наверное один из крупных игроков входящих в тройку лидеров они заказали более 100 самолетов ту 214 заявил савельев мс 21 среднемагистральный пассажирский лайнер нового поколения летные испытания импортозамещенного самолета на российских двигателях пд 14 начались в этом году всего в самолет внедрено более 70 российских компонентов ростех ожидает что поставки мс 21 авиакомпаниям начнутся в 2026 году aviastat ru n289374
,,,aviadispet4er.csv,aviadispet4er,2025-10-31T13:03:48+00:00,Наука и техника,keyword_review,Наука и техника | Экономика,"«Один день в» цехах Иркутского авиационного завода (входит в ПАО «ОАК» Госкорпорации Ростех) — мечта большинства студентов, видящих своё будущее в авиационной отрасли. И сегодня мы наконец-то побываем там, где собирают новейший российский пассажирский самолёт МС-21 ✈️

Это свежий выпуск видеопроекта МАИ, где мы тестируем работу в компаниях из сфер авиации, космоса и IT. Иногда возвращаемся оттуда с новыми навыками, иногда с новыми вопросами, но разочарованными — точно никогда.

Ссылка на ролик [тут](https://vkvideo.ru/video-50409684_456241162). Смотрим!",один день в цехах иркутского авиационного завода входит в пао оак госкорпорации ростех мечта большинства студентов видящих своё будущее в авиационной отрасли и сегодня мы наконец то побываем там где собирают новейший российский пассажирский самолёт мс 21 это свежий выпуск видеопроекта маи где мы тестируем работу в компаниях из сфер авиации космоса и it иногда возвращаемся оттуда с новыми навыками иногда с новыми вопросами но разочарованными точно никогда ссылка на ролик тут смотрим
