source_file,channel_short,date,proposed_label,source_strategy,keyword_hits,text,clean_text
aviadispet4er.csv,aviadispet4er,2026-05-12T08:36:50+00:00,Экономика,keyword_review,Экономика,"В небе над Ханты-Мансийском провели акцию ""Бессмертный полк"". Пилотажная группа ""Барсы"" пролетела над городом с портретами героев ВОВ и СВО.

Мы в [МАХ](https://max.ru/ssigny).",в небе над ханты мансийском провели акцию бессмертный полк пилотажная группа барсы пролетела над городом с портретами героев вов и сво мы в мах
aviadispet4er.csv,aviadispet4er,2026-05-12T08:02:01+00:00,Наука и техника,keyword_review,"Наука и техника | Общество, государство, политика","Европа решила сделать ""свой шаттл"": франко-германский аэрокосмический консорциум Dassault Aviation и OHB предложил Европейскому космическому агентству разработку многоразового космоплана VORTEX-S. Это возврат к авиационной логике космоса.

Космоплан, в отличие от традиционных капсул, даёт космическому аппарату управляемость, может точнее выбирать район посадки, активнее работать с профилем спуска и потенциально быстрее возвращаться в повторную эксплуатацию. Для грузовой миссии это вопрос стоимости и скорости оборота аппарата. Для специальных и военных задач - уже вопрос гибкости, точности и обеспечения непредсказуемости. Крылатый аппарат становится не просто ""контейнером для возврата грузов"" с орбиты, а элементом комплексной инфраструктуры: платформой для обслуживания, ремонта, экспериментов, инспекции (включая исследования чужих спутников)~~, а потенциально ещё и ядерным бомбардировщиком~~. 

Параллели напрашиваются не только с американскими программами, но и с советской школой. СССР десятилетиями шёл к крылатым орбитальным аппаратам, и эта линия началась задолго до ""Бурана"". Например, была серия БОРов - беспилотных орбитальных ракетопланов, предназначенных для проверки того, что невозможно надёжно подтвердить только расчётами: гиперзвуковой аэродинамики, теплозащиты, радиосвязи в условиях плазмы, устойчивости и управляемости при входе в атмосферу.

Сначала БОРы выглядели как вспомогательная программа для снижения рисков больших систем, прежде всего ""Бурана"". Но постепенно они стали самостоятельной инженерной школой. БОР-4 в начале 1980-х уже был полноценной орбитальной летающей лабораторией: аппарат проходил через плазму, возвращался из космоса и давал конструкторам бесценные данные. Неудивительно, что его успешные испытания вдохновили и США на создание своих космопланов. 

Если VORTEX-S дойдёт до испытаний, это будет не просто европейский ответ американским SpaceX или Boeing. Это признак более широкого сдвига: крылатый аппарат снова превращается не в символ космического престижа, а в глобальный инфраструктурный инструмент.

В СССР это понимали. Но космоплан - не память о прошлом. Это проверка способности авиационной и космической промышленности работать совместно. Это никогда не было простой задачей, но способно поменять саму суть того, как устроена архитектура работы в космосе. 

#ВремяБурана
@rogozin_alexey",европа решила сделать свой шаттл франко германский аэрокосмический консорциум dassault aviation и ohb предложил европейскому космическому агентству разработку многоразового космоплана vortex s это возврат к авиационной логике космоса космоплан в отличие от традиционных капсул даёт космическому аппарату управляемость может точнее выбирать район посадки активнее работать с профилем спуска и потенциально быстрее возвращаться в повторную эксплуатацию для грузовой миссии это вопрос стоимости и скорости оборота аппарата для специальных и военных задач уже вопрос гибкости точности и обеспечения непредсказуемости крылатый аппарат становится не просто контейнером для возврата грузов с орбиты а элементом комплексной инфраструктуры платформой для обслуживания ремонта экспериментов инспекции включая исследования чужих спутников а потенциально ещё и ядерным бомбардировщиком параллели напрашиваются не только с американскими программами но и с советской школой ссср десятилетиями шёл к крылатым орбитальным аппаратам и эта линия началась задолго до бурана например была серия боров беспилотных орбитальных ракетопланов предназначенных для проверки того что невозможно надёжно подтвердить только расчётами гиперзвуковой аэродинамики теплозащиты радиосвязи в условиях плазмы устойчивости и управляемости при входе в атмосферу сначала боры выглядели как вспомогательная программа для снижения рисков больших систем прежде всего бурана но постепенно они стали самостоятельной инженерной школой бор 4 в начале 1980 х уже был полноценной орбитальной летающей лабораторией аппарат проходил через плазму возвращался из космоса и давал конструкторам бесценные данные неудивительно что его успешные испытания вдохновили и сша на создание своих космопланов если vortex s дойдёт до испытаний это будет не просто европейский ответ американским spacex или boeing это признак более широкого сдвига крылатый аппарат снова превращается не в символ космического престижа а в глобальный инфраструктурный инструмент в ссср это понимали но космоплан не память о прошлом это проверка способности авиационной и космической промышленности работать совместно это никогда не было простой задачей но способно поменять саму суть того как устроена архитектура работы в космосе
aviadispet4er.csv,aviadispet4er,2026-05-12T07:08:02+00:00,Экономика,keyword_review,Экономика | История,"**Embraer отчитался о рекордной квартальной выручке**

Embraer отчитался о лучшем первом квартале в своей истории. Выручка составила $1,4 млрд — рост на 31% год к году. Операционная прибыль выросла на 52%, до $94 млн. Портфель заказов группы достиг $32,1 млрд — шестой подряд исторический максимум, коммерческий сегмент при этом прибавил 50%.
 
За квартал компания поставила 44 самолёта, из них 10 коммерческих — на 43% больше, чем годом ранее. Выручка коммерческого направления выросла на 45%, до $293 млн. Бизнес-авиация принесла $418 млн (+30%). Крупнейший покупатель по портфелю заказов — American Airlines, которая ожидает ещё 78 машин E175.
 
На фоне рекордных результатов Embraer ведёт борьбу за крупный европейский заказ. KLM Cityhopper выбирает 25 самолётов для замены устаревших E190. Рассматриваются Embraer E2 и Airbus A220.​​​​​​​​​​​​Решение ожидается до конца года. Флот KLM Cityhopper сейчас полностью состоит из Embraer — 61 самолёт, включая 20 E195-E2, 19 E190 и 17 E170.
 
Прецедент в регионе не в пользу бразильцев: в прошлом году LOT Polish Airlines выбрал Airbus, разместив заказ на до 84 самолётов A220 вместо E2. Для Embraer контракт с KLM Cityhopper стал бы важным аргументом в пользу E2 на европейском рынке, где компания последовательно наращивает присутствие — в том числе через недавний [заказ Finnair](https://t.me/skymoments_avia/2112) на до 46 E195-E2.​​​​​​​​​​​​​​​​

[Читать полностью](https://skymoments.ru/news/embraer-otchitalsya-o-rekordnoj-kvartalnoj-vyruchke)

[SkyMoments – Всё про Авиацию](https://t.me/+K-OtJfn5tktjZjUy)",embraer отчитался о рекордной квартальной выручке embraer отчитался о лучшем первом квартале в своей истории выручка составила 1 4 млрд рост на 31 год к году операционная прибыль выросла на 52 до 94 млн портфель заказов группы достиг 32 1 млрд шестой подряд исторический максимум коммерческий сегмент при этом прибавил 50 за квартал компания поставила 44 самолёта из них 10 коммерческих на 43 больше чем годом ранее выручка коммерческого направления выросла на 45 до 293 млн бизнес авиация принесла 418 млн 30 крупнейший покупатель по портфелю заказов american airlines которая ожидает ещё 78 машин e175 на фоне рекордных результатов embraer ведёт борьбу за крупный европейский заказ klm cityhopper выбирает 25 самолётов для замены устаревших e190 рассматриваются embraer e2 и airbus a220 решение ожидается до конца года флот klm cityhopper сейчас полностью состоит из embraer 61 самолёт включая 20 e195 e2 19 e190 и 17 e170 прецедент в регионе не в пользу бразильцев в прошлом году lot polish airlines выбрал airbus разместив заказ на до 84 самолётов a220 вместо e2 для embraer контракт с klm cityhopper стал бы важным аргументом в пользу e2 на европейском рынке где компания последовательно наращивает присутствие в том числе через недавний заказ finnair на до 46 e195 e2 читать полностью skymoments всё про авиацию
aviadispet4er.csv,aviadispet4er,2026-05-12T06:44:42+00:00,Экономика,keyword_review,Экономика,"**Авиакомпания Royal Jordanian откроет рейсы в Ташкент с 30 июня**

🇺🇿🇯🇴Авиакомпания Royal Jordanian открыла продажу билетов на рейсы из столицы Иордании Аммана в Ташкент. По данным системы бронирования перевозчика, полеты в столицу Узбекистана начнутся с 30 июня. Рейсы протяженностью 4,5 часа будут выполняться два раза в неделю на самолетах Embraer 195 E2.

Ташкент станет первым направлением для флагманского перевозчика Иордании в Центральной Азии. В феврале этого года авиационные власти Казахстана [сообщали](https://t.me/centralasiaplusaero/2625) о том, что авиакомпания рассматривает возможность выполнения рейсов Алматы – Амман. Однако в расписании Royal Jordanian это направление пока не появилось. 

__Узнать больше из первых рук о развитии гражданской авиации в Узбекистане и Центральной Азии в целом можно будет на конференции __[**__Central Asia Aviation Summit #10__**](https://www.uz.atocomm.eu/)__, которая пройдет в Ташкенте 17 ноября 2026 года.__

Фото: Royal Jordanian

**__Заходи на сайт __**[**__CentralAsia+Aero__**](https://centralasiaplus.aero/ru/)",авиакомпания royal jordanian откроет рейсы в ташкент с 30 июня авиакомпания royal jordanian открыла продажу билетов на рейсы из столицы иордании аммана в ташкент по данным системы бронирования перевозчика полеты в столицу узбекистана начнутся с 30 июня рейсы протяженностью 4 5 часа будут выполняться два раза в неделю на самолетах embraer 195 e2 ташкент станет первым направлением для флагманского перевозчика иордании в центральной азии в феврале этого года авиационные власти казахстана сообщали о том что авиакомпания рассматривает возможность выполнения рейсов алматы амман однако в расписании royal jordanian это направление пока не появилось узнать больше из первых рук о развитии гражданской авиации в узбекистане и центральной азии в целом можно будет на конференции central asia aviation summit которая пройдет в ташкенте 17 ноября 2026 года фото royal jordanian заходи на сайт centralasia aero
aviadispet4er.csv,aviadispet4er,2026-05-11T18:23:33+00:00,Спорт,keyword_review,Спорт,"11 мая 1939 года начались бои на реке Халхин-Гол.

Конфликт, о котором знают далеко не все, но именно там Советские и Монгольские войска впервые нанесли серьёзный удар японской армии.
Степи Монголии стали местом ожесточённых боёв, где рождалась будущая Победа.
✈️
П.С. На фото лётчики, принимавшие участие в боях при Халхин-Голе против японских захватчиков.
#ХалкинГол",11 мая 1939 года начались бои на реке халхин гол конфликт о котором знают далеко не все но именно там советские и монгольские войска впервые нанесли серьёзный удар японской армии степи монголии стали местом ожесточённых боёв где рождалась будущая победа п с на фото лётчики принимавшие участие в боях при халхин голе против японских захватчиков
aviadispet4er.csv,aviadispet4er,2026-05-11T16:36:13+00:00,Экономика,keyword_review,Экономика | Искусство и культура | История,"**Uzbekistan Airways Technics провел первые испытания двигателя GEnx-1B на крыле** 

🇺🇿 Крупнейший провайдер по ТОиР воздушных судов в Центральной Азии – Uzbekistan Airways Technics (UAT) провел первые в своей истории испытания двигателя GEnx-1B после завершения ремонтных работ. Они прошли непосредственно на крыле самолета Boeing 787-8 под контролем официального представителя корпорации General Electric.

Перед этим специалисты компании прошли интенсивный курс обучения и получили соответствующие международные сертификаты. Кроме этого, провайдер освоил процедуры Engine split (разделение двигателя) и стыковка/расстыковка частей двигателя GEnx-1B. 

Освоение новой технологии позволит узбекскому провайдеру сократить сроки отправки, ремонта за рубежом и возврата этих двигателей, которые раньше занимали от трех до шести месяцев.

«Сама транспортировка представляла собой сложнейшую логистическую задачу, требующую привлечения узкоспециализированных грузовых бортов. Теперь, благодаря освоенной технологии, двигатель в разобранном виде можно перевозить на стандартных типах грузовых самолетов. Это радикально упрощает логистику и дает нам возможность максимально оперативно решать сложные технические и эксплуатационные задачи», – объяснил директор Департамента по поддержанию лётной годности Uzbekistan Airways Минур Бешатов.

UAT выполняет техобслуживание самолетов Boeing 787 в интересах материнского перевозчика Uzbekistan Airways. В парке последней сейчас шесть самолетов модификации 787-8. В 2025 г. она разметила твердый заказ на 22 самолета большей вместимости 787-9.

__Узнать больше развитии гражданских авиапарков и отрасли их техобслуживания в Центральной Азии и Закавказье можно будет на выставке-конференции __[**__MRO Central Asia: Kazakhstan #2__**](https://www.mro.atocomm.eu/)__, которая пройдет 7-8 октября 2026 года в Астане.__

Фото: UAT

**__Заходи на сайт __**[**__CentralAsia+Aero__**](https://centralasiaplus.aero/ru/)",uzbekistan airways technics провел первые испытания двигателя genx 1b на крыле крупнейший провайдер по тоир воздушных судов в центральной азии uzbekistan airways technics uat провел первые в своей истории испытания двигателя genx 1b после завершения ремонтных работ они прошли непосредственно на крыле самолета boeing 787 8 под контролем официального представителя корпорации general electric перед этим специалисты компании прошли интенсивный курс обучения и получили соответствующие международные сертификаты кроме этого провайдер освоил процедуры engine split разделение двигателя и стыковка расстыковка частей двигателя genx 1b освоение новой технологии позволит узбекскому провайдеру сократить сроки отправки ремонта за рубежом и возврата этих двигателей которые раньше занимали от трех до шести месяцев сама транспортировка представляла собой сложнейшую логистическую задачу требующую привлечения узкоспециализированных грузовых бортов теперь благодаря освоенной технологии двигатель в разобранном виде можно перевозить на стандартных типах грузовых самолетов это радикально упрощает логистику и дает нам возможность максимально оперативно решать сложные технические и эксплуатационные задачи объяснил директор департамента по поддержанию лётной годности uzbekistan airways минур бешатов uat выполняет техобслуживание самолетов boeing 787 в интересах материнского перевозчика uzbekistan airways в парке последней сейчас шесть самолетов модификации 787 8 в 2025 г она разметила твердый заказ на 22 самолета большей вместимости 787 9 узнать больше развитии гражданских авиапарков и отрасли их техобслуживания в центральной азии и закавказье можно будет на выставке конференции mro central asia kazakhstan которая пройдет 7 8 октября 2026 года в астане фото uat заходи на сайт centralasia aero
aviadispet4er.csv,aviadispet4er,2026-05-11T15:34:02+00:00,Экономика,keyword_review,Экономика,"**Затемняющиеся стёкла вместо привычных шторок иллюминаторов:** как это работает и где можно встретить.

Такая система используется, например, на Boeing 787 Dreamliner — в том числе на рейсах Москва — Абу-Даби авиакомпании Etihad Airways.

Вместо механической шторки здесь установлено электрохромное стекло: степень затемнения меняется кнопками, обычно доступно 5 режимов. Срабатывает система не мгновенно — полное затемнение занимает около 30 секунд.

В самом тёмном режиме иллюминатор становится тёмно-синим или фиолетовым. Стекло заметно снижает количество солнечного света и уменьшает нагрев салона, но полностью непрозрачным не становится.

Для экипажа такая система тоже удобнее: во время взлёта и посадки бортпроводники могут централизованно отключить затемнение сразу во всём салоне.

__Артём Алексеев, путешественник__",затемняющиеся стёкла вместо привычных шторок иллюминаторов как это работает и где можно встретить такая система используется например на boeing 787 dreamliner в том числе на рейсах москва абу даби авиакомпании etihad airways вместо механической шторки здесь установлено электрохромное стекло степень затемнения меняется кнопками обычно доступно 5 режимов срабатывает система не мгновенно полное затемнение занимает около 30 секунд в самом тёмном режиме иллюминатор становится тёмно синим или фиолетовым стекло заметно снижает количество солнечного света и уменьшает нагрев салона но полностью непрозрачным не становится для экипажа такая система тоже удобнее во время взлёта и посадки бортпроводники могут централизованно отключить затемнение сразу во всём салоне артём алексеев путешественник
aviadispet4er.csv,aviadispet4er,2026-05-11T15:03:02+00:00,Экономика,keyword_review,Экономика,"**🇪🇺**** Airbus получил заказ на 15 A350-900 от анонимного клиента**

Airbus [опубликовал](https://www.airbus.com/en/products-services/commercial-aircraft/orders-and-deliveries) статистику заказов и поставок за апрель 2026. Главным событием стал **крупный заказ от неназванного покупателя на 15 широкофюзеляжных A350-900.** Помимо этого, такой же неназванный клиент заказал ещё шесть A321neo.

В статистику вошел заказ от лоукостера Scoot, входящего в группу Singapore Airlines, который [оформил заказ ](https://t.me/AviaCT/38970)на четыре A320neo и один A321neo. Ещё один клиент, пожелавший (пока) остаться неназванным заказал два Airbus A220-300. Всего за апрель месяц Airbus получил заказы на 28 самолётов.

Однако апрель оказался для Airbus не только успешным. Производителю пришлось столкнуться с отменой заказов на 20 A321neo и один A220-300. В результате чистый прирост заказов за месяц составил лишь семь самолётов.

Всего с начала 2026 года Airbus получил заказы на 436 самолётов, а чистый объём заказов после учёта отмен достиг 405 машин.

Поставки продолжают расти. В апреле Airbus передал клиентам 67 самолётов, а с начала года поставил уже 181 лайнер 57 заказчикам. Европейский концерн продолжает существенно отставать от озвученных планов по поставкам лайнеров за 2026 год.

Кто именно заказал 15 A350-900, компания традиционно не раскрывает. Подобная практика используется, когда авиакомпании или лизинговые компании пока не готовы публично объявлять о сделке.

**🛫️️**** **[**AviaNews**](https://t.me/+iggi1A5K0Cw4MDJi)** **[**в телеграм**](https://t.me/+iggi1A5K0Cw4MDJi)** |  **[**""Запасной аэродром"" в MAX**](https://max.ru/AviaCT)** ****📲**",airbus получил заказ на 15 a350 900 от анонимного клиента airbus опубликовал статистику заказов и поставок за апрель 2026 главным событием стал крупный заказ от неназванного покупателя на 15 широкофюзеляжных a350 900 помимо этого такой же неназванный клиент заказал ещё шесть a321neo в статистику вошел заказ от лоукостера scoot входящего в группу singapore airlines который оформил заказ четыре a320neo и один a321neo ещё один клиент пожелавший пока остаться неназванным заказал два airbus a220 300 всего за апрель месяц airbus получил заказы на 28 самолётов однако апрель оказался для airbus не только успешным производителю пришлось столкнуться с отменой заказов на 20 a321neo и один a220 300 в результате чистый прирост заказов за месяц составил лишь семь самолётов всего с начала 2026 года airbus получил заказы на 436 самолётов а чистый объём заказов после учёта отмен достиг 405 машин поставки продолжают расти в апреле airbus передал клиентам 67 самолётов а с начала года поставил уже 181 лайнер 57 заказчикам европейский концерн продолжает существенно отставать от озвученных планов по поставкам лайнеров за 2026 год кто именно заказал 15 a350 900 компания традиционно не раскрывает подобная практика используется когда авиакомпании или лизинговые компании пока не готовы публично объявлять о сделке avianews в телеграм запасной аэродром в max
aviadispet4er.csv,aviadispet4er,2026-05-11T14:07:02+00:00,Экономика,keyword_review,Экономика,"✔️ NASA и Blue Origin ввели в эксплуатацию полноразмерный макет жилого модуля лунного посадочного корабля Blue Moon Mark 2, который разрабатывается для программы Artemis. Этот тренажёр будет использоваться для подготовки астронавтов и отработки будущих миссий на Луну.
🏛 Макет установлен в Космическом центре имени Джонсона в Хьюстоне и представляет собой копию кабины экипажа будущего лендера. Внутри астронавты смогут тренироваться, моделируя реальные условия полёта и работы на поверхности Луны. Снаружи также установлена лестница, по которой экипаж будет спускаться на лунную поверхность.",nasa и blue origin ввели в эксплуатацию полноразмерный макет жилого модуля лунного посадочного корабля blue moon mark 2 который разрабатывается для программы artemis этот тренажёр будет использоваться для подготовки астронавтов и отработки будущих миссий на луну макет установлен в космическом центре имени джонсона в хьюстоне и представляет собой копию кабины экипажа будущего лендера внутри астронавты смогут тренироваться моделируя реальные условия полёта и работы на поверхности луны снаружи также установлена лестница по которой экипаж будет спускаться на лунную поверхность
aviadispet4er.csv,aviadispet4er,2026-05-11T13:33:02+00:00,Экономика,keyword_review,Экономика,"Импортозамещенный Ми-171А3 прошел все испытания и готов к серийному выпуску

Поставки вертолета начнутся в этом году. Машина создана холдингом «Вертолеты России» (входит в Ростех) и может использоваться нефтяниками и газовиками — теми, кто работает не шельфе.

Офшорный вертолет допущен к полетам над большой водной поверхностью, он готов к всепогодной эксплуатации при любом климате: морском, тропическом или холодном, в диапазоне температур от -50 до +50 °С.

🇷🇺 [RUSSIAN AVIATION](https://t.me/svvaul10)
😆 [МАХ](https://max.ru/svvaul10) /💬[ВК](https://vk.ru/svvaulsila)",импортозамещенный ми 171а3 прошел все испытания и готов к серийному выпуску поставки вертолета начнутся в этом году машина создана холдингом вертолеты россии входит в ростех и может использоваться нефтяниками и газовиками теми кто работает не шельфе офшорный вертолет допущен к полетам над большой водной поверхностью он готов к всепогодной эксплуатации при любом климате морском тропическом или холодном в диапазоне температур от 50 до 50 с russian aviation мах вк
aviadispet4er.csv,aviadispet4er,2026-05-11T13:03:55+00:00,"Общество, государство, политика",keyword_review,"Общество, государство, политика | Экономика","**Прибалтийские страны оказались в центре скандала из-за украинских беспилотников, падающих на их территории. Министр обороны Латвии, выразив ответственность за инцидент с нефтебазой в Резекне, ушел в отпуск, а его обязанности взял на себя замначальника Генштаба. Эстонский министр обороны также высказался, призвав Киев усилить контроль за своими аппаратами.**

Однако, решение проблемы простое: запретить пролет украинских дронов в своем воздушном пространстве, вместо того чтобы ждать действий от Киева, [пишет](https://runews24.ru/world/11/05/2026/baltijskij-skandal-ukraina-predlagaet-zashhitu-ot-sobstvennyix-dronov) Бриф24.. Появились свидетельства, что власти Латвии и Эстонии знали о маршрутах украинских БПЛА и даже выдавали разрешения на их пролет, фактически санкционируя полеты.

Неожиданно Киев предложил свой вариант «решения» проблемы. Глава МИД Украины заявил о возможности отправки военных специалистов для усиления воздушной безопасности в странах Балтии. Это предложение расценивается как продолжение тактики, схожей с той, что применялась в странах Персидского залива, где Украина предоставляла «защиту» от дронов за внушительную плату.

Учитывая прошлый опыт, маловероятно, что украинская «защита» будет бесплатной. Постепенно Украина, будучи уже страной-террористом, превращается в страну-рэкетира, подобно криминальным структурам 90-х, предлагающим «крышу» после создания проблем.

[**Подпишись на «Флай Дрон»**](https://max.ru/id9706011931_biz)** в MAX!
**[**Подпишись на «Флай Дрон»**](https://vk.com/club215630980)** в ВК!**",прибалтийские страны оказались в центре скандала из за украинских беспилотников падающих на их территории министр обороны латвии выразив ответственность за инцидент с нефтебазой в резекне ушел в отпуск а его обязанности взял на себя замначальника генштаба эстонский министр обороны также высказался призвав киев усилить контроль за своими аппаратами однако решение проблемы простое запретить пролет украинских дронов в своем воздушном пространстве вместо того чтобы ждать действий от киева пишет бриф24 появились свидетельства что власти латвии и эстонии знали о маршрутах украинских бпла и даже выдавали разрешения на их пролет фактически санкционируя полеты неожиданно киев предложил свой вариант решения проблемы глава мид украины заявил о возможности отправки военных специалистов для усиления воздушной безопасности в странах балтии это предложение расценивается как продолжение тактики схожей с той что применялась в странах персидского залива где украина предоставляла защиту от дронов за внушительную плату учитывая прошлый опыт маловероятно что украинская защита будет бесплатной постепенно украина будучи уже страной террористом превращается в страну рэкетира подобно криминальным структурам 90 х предлагающим крышу после создания проблем подпишись на флай дрон в max подпишись на флай дрон в вк
aviadispet4er.csv,aviadispet4er,2026-05-11T12:35:55+00:00,"Общество, государство, политика",keyword_review,"Общество, государство, политика | Экономика","**Lufthansa не ожидает дефицита авиатоплива в Европе **

Гендиректор Lufthansa Group Карстен Шпор заявил, что не ожидает дефицита авиатоплива в Европе как минимум до конца июня. 
По его словам, недостаток топлива из стран Персидского залива со временем будет компенсироваться импортом из других регионов, а используемые сейчас топливные резервы впоследствии удастся восполнить.

Германия импортирует около четверти объема авиатоплива из стран Персидского залива. Половину этих поставок можно заместить за счет дополнительного импорта прежде всего из США и Нигерии. 

Кроме того, нефтеперерабатывающие предприятия способны нарастить выпуск топлива, особенно если Европейское агентство по безопасности полетов (EASA) [одобрит использование](https://t.me/centralasiaplusaero/2811) в Европе топлива Jet A (американский стандарт) наряду с европейским Jet A-1. 

Шпор также призвал Еврокомиссию допустить практику ""танкирования"" — заправку ВС дополнительным объемом топлива в аэропорту вылета. 
Для ряда дальнемагистральных рейсов Lufthansa рассматривает возможность организации техпосадок для дозаправки в аэропортах с достаточными запасами топлива.

Частично в целях экономии топлива и отказа от наименее эффективных маршрутов Lufthansa отменила 20 тыс. рейсов, это всего лишь примерно 1% от всех провозных мощностей группы. 

Несмотря на резкий рост затрат, группа сохраняет прогноз по достижению скорректированной операционной прибыли значительно выше уровня прошлого года.
В I квартале расходы на топливо оказались ниже прошлогодних. Во II квартале группа рассчитывает компенсировать более половины дополнительных затрат за счет повышения тарифов.

Кроме того, Lufthansa выиграла от временной остановки полетов перевозчиков стран Персидского залива.
[Подробнее на ATO.ru](https://www.ato.ru/content/lufthansa-ne-ozhidaet-deficita-aviatopliva-v-evrope)🔒 

Фото: Lufthansa

[Подписаться на @ATOjournal](https://t.me/+Hx60f7ladWBkMjI6)",lufthansa не ожидает дефицита авиатоплива в европе гендиректор lufthansa group карстен шпор заявил что не ожидает дефицита авиатоплива в европе как минимум до конца июня по его словам недостаток топлива из стран персидского залива со временем будет компенсироваться импортом из других регионов а используемые сейчас топливные резервы впоследствии удастся восполнить германия импортирует около четверти объема авиатоплива из стран персидского залива половину этих поставок можно заместить за счет дополнительного импорта прежде всего из сша и нигерии кроме того нефтеперерабатывающие предприятия способны нарастить выпуск топлива особенно если европейское агентство по безопасности полетов easa одобрит использование в европе топлива jet a американский стандарт наряду с европейским jet a 1 шпор также призвал еврокомиссию допустить практику танкирования заправку вс дополнительным объемом топлива в аэропорту вылета для ряда дальнемагистральных рейсов lufthansa рассматривает возможность организации техпосадок для дозаправки в аэропортах с достаточными запасами топлива частично в целях экономии топлива и отказа от наименее эффективных маршрутов lufthansa отменила 20 тыс рейсов это всего лишь примерно 1 от всех провозных мощностей группы несмотря на резкий рост затрат группа сохраняет прогноз по достижению скорректированной операционной прибыли значительно выше уровня прошлого года в i квартале расходы на топливо оказались ниже прошлогодних во ii квартале группа рассчитывает компенсировать более половины дополнительных затрат за счет повышения тарифов кроме того lufthansa выиграла от временной остановки полетов перевозчиков стран персидского залива подробнее на ato ru фото lufthansa подписаться на
